,title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
213,DevOps Engineer-Remote,Machine Learning Engineer,Saffo Solution Technology,+1 locationRemote,"Experience: Min 3 years of experience as SRE automation engineer building, running, and maintaining production sites.
B.E Computer Science or equivalent.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=ac0465a1e42f5919&fccid=20e75bf7b9e8bab0&vjs=3
214,Endurance Data Analysis,Machine Learning Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","- 1 to 5 years of experience in Data Collection, Classification and Analysis in Powertrain Component and system level Validation.automobile sector, having…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e3c095275b53eee3&fccid=9ab138c02aaca829&vjs=3
215,Cloud Operations Engineer (Junior Level),Machine Learning Engineer,SNP Technologies,India,"Tech with Minimum 60 percentage.
Good understanding of any cloud platforms (Azure, AWS, Google cloud).
Knowledge on All Azure services like Azure Storage,…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=4e94f4c8e252062d&fccid=b68c04577b58e2fa&vjs=3
216,Data Engineer II,Machine Learning Engineer,Microsoft,"Bengaluru, Karnataka","We are looking for engineers who have a track record of success, who deliver results, and who (preferably) have a background in large scale data processing…",PostedPosted 28 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c073cde9d78035e5&fccid=734cb5a01ee60f80&vjs=3
217,Data Science/ ML /AI Technical Code Writer for Blogs,Machine Learning Engineer,Imurgence,Remote,"Understanding the instructions specified, write code for a implementation.
Creatively write the explanation for the code implementation.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5bb2d7cb0a3e84e7&fccid=cd8492a732b8eb63&vjs=3
218,Python AIML,Machine Learning Engineer,ACE Talent Consulting,"Bengaluru, Karnataka","Python With AI and ML.
Function: Software Engineering → Backend Development, Python, Big Query, Splunk, Kafka, and Graphite, Data Science / Machine Learning/AI.",PostedPosted 30+ days ago,"Up to ₹25,00,000 a year",2023-08-30,https://in.indeed.com/company/ACE-Talent-Consulting/jobs/Python-Aiml-57e489caaf049a8d?fccid=360559ec3d5d5e5e&vjs=3
219,Deep Learning Scientist,Machine Learning Engineer,Cynapto Technologies Pvt. Ltd.,"Remote in Mumbai, Maharashtra","2+ years of experience in Python with proficiency in deep learning frameworks such as PyTorch or Tensorflow.
Self-supervised, few-shot or zero-shot learning for…",EmployerActive 10 days ago,"₹10,00,000 - ₹25,00,000 a year",2023-08-30,https://in.indeed.com/company/Cynapto-Technologies-Pvt.-Ltd./jobs/Deep-Learning-Engineer-fe15a059e880849c?fccid=95060537c566d435&vjs=3
220,Data and Analytics Engineer,Machine Learning Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Understand business objective and translate it to Data science objective.
Lead client discussions and brainstorm for ideas to solve business problems.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=041e8386cab1b588&fccid=9ab138c02aaca829&vjs=3
221,Machine Learning Engineer,Machine Learning Engineer,Mindstix,"Pune, Maharashtra","You require a keen eye for detail, work experience as a data scientist, and in-depth knowledge of widely used models and technologies for data science including…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cc08b199ad8cf87f&fccid=b79da5db77924624&vjs=3
222,Data Engineer,Machine Learning Engineer,Quidich innovation Labs,"Remote in Mumbai, Maharashtra","As a Data Engineer, you will play a crucial role in designing, implementing, and managing data pipelines on AWS, enabling us to process and analyze live player…",EmployerActive 2 days ago,"₹10,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/Quidich-Innovation-Labs/jobs/Data-Engineer-3841b5e0106751e1?fccid=d747e98bcdac9e78&vjs=3
223,Senior Engineer: Machine Learning,Machine Learning Engineer,Paxcom India,"Hybrid remote in Gurgaon, Haryana",PaymentUs leads the North American marketplace in electronic bill payment solutions and have recently signed a partnership with Paypal and Alexa.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c14d2c28168d5be8&fccid=0963aa5c8f6d9b08&vjs=3
224,Data Scientist,Machine Learning Engineer,RamSoft,"Remote in Bengaluru, Karnataka","Develop and productize machine learning models created from large, complex data sets to provide insights for OmegaAI users.
Deployed ML models in production.",PostedPosted 13 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c5c67d51e663dd14&fccid=23d8a7bce610c3ae&vjs=3
225,Machine Learning Engineer,Machine Learning Engineer,OptiSol,"Chennai, Tamil Nadu","In depth knowledge of Python and its data analysis and machine learning packages like Scikit Learn, OpenCV, TensorFlow, Keras, PyTorch etc.",PostedPosted 30+ days ago,"Up to ₹12,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=c805b9f858c369fb&fccid=81dc3aa4c1c4d548&vjs=3
226,Data analyst Freshers & Business analyst Freshers.....,Machine Learning Engineer,BIT-Baroda Institute of Technology,"Remote in Vadodara, Gujarat","Data analysis, Advance Excel , VBA, Python,R,Sas, Machine Learning, Artificial intelligence, Deep learning, Data Analyst ,Data Modelling,Data Analytics,SQL…",EmployerActive 3 days ago,"₹25,000 - ₹30,000 a month",2023-08-30,https://in.indeed.com/company/BIT--Baroda-Institute-of-Technology/jobs/Data-Analyst-ad4b9c2c19a2ca35?fccid=624175f22a7b34d5&vjs=3
227,Machine Learning (ML) Engineer,Machine Learning Engineer,Online Manufacturing,"Mumbai, Maharashtra","Run machine learning tests and experiments.
Develop machine learning applications according to requirements.
Education background - BE in Computer Science.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=ed6ff77a8808bfe7&fccid=8ef4d2f77c3fdfb1&vjs=3
228,Machine Learning Engineer 1,Machine Learning Engineer,Viavi Solutions,"Chennai, Tamil Nadu","In new product design roles: develops and programs integrated software algorithms to structure, analyze and leverage data in product and systems applications in…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b21c7450c19e5898&fccid=e5f32920c98e523d&vjs=3
229,Machine Learning Interns,Machine Learning Engineer,DeepEdge,"Hyderabad, Telangana","Machine learning interns with excellent programming skills, ML background and passion to excel.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=0472976710e059e7&fccid=2c17e12ff8e4347a&vjs=3
230,"Senior Staff Engineer, Machine Learning",Machine Learning Engineer,Nagarro,Remote,"Company Description We're Nagarro. We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=521d94a1b83fa273&fccid=be57e01618911e92&vjs=3
231,machine learning/marketing,Machine Learning Engineer,prexinno,"Mumbai, Maharashtra","Prior experience in software development, machine learning, or natural language processing projects is preferred but not required.
Part-time hours: 50 per week.",PostedPosted 16 days ago,"Up to ₹9,00,000 a year",2023-08-30,https://in.indeed.com/company/prexinno/jobs/Machine-Learning-Engineer-f586b9994087e947?fccid=f292f9bcd621513c&vjs=3
232,Python Data Engineer,Machine Learning Engineer,RiteStint,Remote in Remote,"Knowledge of machine learning algorithms and data analysis techniques.
Exp- Min 5 years must!*.
Deep, expert-level knowledge of Python, #pandas, and #pyspark.",EmployerActive 2 days ago,"₹1,17,250 a month",2023-08-30,https://in.indeed.com/company/RiteStint/jobs/Python-Developer-e0bbe2308d4af3f2?fccid=1b99efa8f343a451&vjs=3
233,Senior Data Analyst,Machine Learning Engineer,PartsAvatar,"Gurgaon, Haryana","As a Data Analyst, you will play a pivotal role in translating complex data into actionable insights, aiding in data-driven decision-making across the…",EmployerActive 2 days ago,"₹8,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/PartsAvatar.ca/jobs/Senior-Data-Analyst-454bb8dcfb96aa10?fccid=4f0795b0474acff7&vjs=3
234,ML Engineer,Machine Learning Engineer,Copperpod Digital,"Bengaluru, Karnataka","Run machine learning tests and experiments.
Develop machine learning applications according to requirements.
Creating complete life cycle Machine Learning (ML)…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=29d3d0a993e6ac95&fccid=af7b1c5236e2c2c9&vjs=3
235,Machine Learning Engineer,Machine Learning Engineer,Ideapoke,"Bengaluru, Karnataka","We are looking for an expert in machine learning to help us extract value from our data.
Proficient in Python and basic libraries for machine learning such as…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=31e37a85bdaad79b&fccid=17e9c96b1211add2&vjs=3
236,Data Scientist,Machine Learning Engineer,Ataloud Technologies,Remote,"Strong understanding of mathematical, statistical, and theoretical foundations of statistics and machine learning.
Good written and oral communication skills.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=6b74798b786fae75&fccid=4ae66d1f015c5361&vjs=3
237,Deep Learning/Computer Vision Engineers,Machine Learning Engineer,Tata Elxsi,"Bengaluru, Karnataka","Proficient with deep learning algorithms especially towards developing computer vision applications.
Ability to read and implement related academic literature…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5e8d73fb862fcf4c&fccid=cf9a392c0e128671&vjs=3
238,Machine Learning Engineer,Machine Learning Engineer,Change Leader,"Hyderabad, Telangana","ML / MLOps ENGINEERS + NLP ROLE- Qualifications and Skills: Bachelor and/or Master's degree in Computer Science, Electrical Engineering, or a related field with…",PostedPosted 9 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d9eaf86d9eccbf74&fccid=fa0ccaeebd6efcec&vjs=3
239,Machine Learning Engineer,Machine Learning Engineer,e-con Systems,"Chennai, Tamil Nadu","Programming knowledge - Must be good in C++ (oops, machine vision libraries).
Technical knowledge - Should have a good understanding of the following.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5e91c2c0ec65f018&fccid=79d73c4567b568f8&vjs=3
240,Data and Analytics Engineer,Machine Learning Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Understand business objective and translate it to Data science objective.
Lead client discussions and brainstorm for ideas to solve business problems.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=041e8386cab1b588&fccid=9ab138c02aaca829&vjs=3
241,Data Scientist,Machine Learning Engineer,Ataloud Technologies,Remote,"Strong understanding of mathematical, statistical, and theoretical foundations of statistics and machine learning.
Good written and oral communication skills.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=6b74798b786fae75&fccid=4ae66d1f015c5361&vjs=3
242,Machine Leaning Engineer,Machine Learning Engineer,Proto,"Remote in Delhi, Delhi","Governments and businesses use Proto's AI Customer Experience (AICX) platform to ensure local language service, long-term operational efficiency, and citizen…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=807e40c3b7ac45d6&fccid=e5dee47b559f1141&vjs=3
243,"Software Engineer, Machine Learning Compilers",Machine Learning Engineer,Google,"Bengaluru, Karnataka","Experience with domain-specific compilers for machine learning.
Collaborate with machine learning researchers to constantly improve the domain-specific compiler…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2084e8ea5971d7d9&fccid=a5b4499d9e91a5c6&vjs=3
244,Data Scientist,Machine Learning Engineer,RamSoft,"Remote in Bengaluru, Karnataka","Develop and productize machine learning models created from large, complex data sets to provide insights for OmegaAI users.
Deployed ML models in production.",PostedPosted 13 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c5c67d51e663dd14&fccid=23d8a7bce610c3ae&vjs=3
245,Data Science - 51878295,Machine Learning Engineer,Sage IT India,India,"A Data Scientist is a proficient specialist who applies mathematical, problem-solving, and coding skills to manage big data, extracting valuable insights.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cbe2878c961b9407&fccid=159914c2b3cfd876&vjs=3
246,R-Shiny Developer/ Engineer,Machine Learning Engineer,Glowfin,"Delhi, Delhi","Solid understanding of data science concepts, statistical analysis, and machine learning.
We are seeking a highly skilled R Shiny Developer with a strong…",EmployerActive 4 days ago,"₹12,00,000 - ₹16,00,000 a year",2023-08-30,https://in.indeed.com/company/Glowfin/jobs/Developer-d51d50e2a56274c3?fccid=e2c59b709fd685fc&vjs=3
247,"Associate Principal Engineer, Data Science",Machine Learning Engineer,Nagarro,Remote,"Company Description We're Nagarro. We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7db7a56219d77ea0&fccid=be57e01618911e92&vjs=3
248,Artificial Intelligence - Machine Learning,Machine Learning Engineer,FIS Global,"Gurgaon, Haryana","Experienced (relevant combo of work and education).
This role is a part of our BAT – Product Development Team.
Familiarity with REST and RPC APIs.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=262d5e145366e6f2&fccid=74e36d81c894b4b7&vjs=3
249,AI Engineer,Machine Learning Engineer,SmartDocs Business Solutions Pvt. Ltd.,"Hyderabad, Telangana","Demonstrate expertise in developing and deploying machine learning models in real world applications.
Optimize and fine-tune machine learning model for accuracy…",EmployerActive 2 days ago,?,2023-08-30,https://in.indeed.com/company/SmartDocs-Business-Solutions-Private-Limited/jobs/Engineer-c631fe1130ebd788?fccid=5152534142550180&vjs=3
250,Associate AI Engineer,Machine Learning Engineer,Techolution,"Hyderabad, Telangana","Experienced with implementing and maintaining advanced machine learning algorithms and models.
Highly Contributes to the implementation, refinement and…",EmployerActive 8 days ago,"From ₹9,00,000 a year",2023-08-30,https://in.indeed.com/company/Techolution/jobs/Associate-Engineer-91c26ab29eb0e266?fccid=028adebd983072d5&vjs=3
251,Programming Cum Data Analyst Faculty,Machine Learning Engineer,IFDA Institute,"Delhi, Delhi","Machine Learning – good knowledge of machine learning methods like k-Nearest Neighbors, Naive Bayes, SVM, Decision Forests.
Total work: 1 year (Preferred).",EmployerActive 4 days ago,"₹25,000 - ₹35,000 a month",2023-08-30,https://in.indeed.com/company/IFDS-institute/jobs/Data-Analyst-f701b8a20cae4f1e?fccid=fe946e659a3e9edf&vjs=3
252,Machine Learning Engineer,Machine Learning Engineer,Vira Technocrats,"Jaipur, Rajasthan","Proven experience with machine learning, artificial intelligence, and deep learning.
Development and implementation of machine learning algorithms for the…",EmployerActive 21 days ago,"₹8,09,172 - ₹20,36,405 a year",2023-08-30,https://in.indeed.com/company/Vira-Technocrats/jobs/Machine-Learning-Engineer-a40494e1ae3f777c?fccid=12c8512bb7783047&vjs=3
253,Python AI/ML Engineer,Machine Learning Engineer,VRemember Technologies,"Mumbai, Maharashtra","Remain updated in the rapidly changing field of machine learning and NLP.
Develop highly scalable classifiers and tools leveraging machine learning, data…",PostedPosted 30+ days ago,"₹3,00,000 - ₹10,00,000 a year",2023-08-30,https://in.indeed.com/company/VRemember-Technologies/jobs/Python-Developer-350ccc7ca1aea255?fccid=91691690b4c04042&vjs=3
254,Generative AI Engineer,Machine Learning Engineer,TDM Digital Agency -Lucknow,"Lucknow, Uttar Pradesh","Generative Model Development*: Design, develop, and optimize generative models like GANs, VAEs, and more to meet specific project requirements.
11 AM to 8 PM.",EmployerActive 2 days ago,"From ₹35,000 a month",2023-08-30,https://in.indeed.com/rc/clk?jk=ee835866c553e33c&fccid=887741bd8607fe3f&vjs=3
255,Data Engineer,Machine Learning Engineer,Zocket Technologies Pvt Ltd,"Chennai, Tamil Nadu","Proven experience as a data engineer, software developer, or similar of at least 3 years..
Attractive compensation with the best-in-class ESOP Structure.",EmployerActive 6 days ago,"₹15,00,000 - ₹18,00,000 a year",2023-08-30,https://in.indeed.com/company/Zocket-Technologies-Pvt-Ltd/jobs/Data-Engineer-9b749fd85705de07?fccid=ee1d4d709da5a9a1&vjs=3
256,MACHINE LEARNING RESEARCHER(COMPUTER VISION),Machine Learning Engineer,KnowDis,"New Delhi, Delhi","Our researchers bring core computer vision expertise to commerce, and combine computer vision and machine learning techniques for large-scale image/video data.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=22d413277874cab7&fccid=8d8b6936644ec093&vjs=3
257,Cloud Operations Engineer (Junior Level),Machine Learning Engineer,SNP Technologies,India,"Tech with Minimum 60 percentage.
Good understanding of any cloud platforms (Azure, AWS, Google cloud).
Knowledge on All Azure services like Azure Storage,…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=4e94f4c8e252062d&fccid=b68c04577b58e2fa&vjs=3
258,AI Engineer,Machine Learning Engineer,TDM Digital Agency -Lucknow,"Lucknow, Uttar Pradesh","Proven expertise in machine learning, deep learning, and computer vision.
TDM is seeking a seasoned AI Specialist with a strong background in machine learning,…",EmployerActive 2 days ago,"From ₹35,000 a month",2023-08-30,https://in.indeed.com/rc/clk?jk=32e739797ca36a26&fccid=887741bd8607fe3f&vjs=3
259,AI/Machine Learning/Deep Learning_Kolkata,Machine Learning Engineer,PNR Software Solutions,"Kolkata, West Bengal","Run machine learning tests and experiments.
Develop machine learning applications according to requirements.
Study and transform data science prototypes.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d1c2a33761d0c716&fccid=3d66b2ba40e7789a&vjs=3
260,"Software Engineer, Machine Learning",Machine Learning Engineer,Narvar,"Bengaluru, Karnataka","Strong understanding of probability & statistics, and/or machine learning, and algorithms.
Experience with machine learning or optimization modeling and know…",PostedPosted 25 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a34d2163f4abb04c&fccid=b44f3724fccedbe7&vjs=3
261,MYSQL - DBA,Machine Learning Engineer,Ginger Webs,Delhi,"Develop SQL scripts, including queries, views, stored procedures, functions and triggers in MySQL and Mongo.
You will work according to accepted methodology and…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=16cf1a488f210ede&fccid=67496b4dfe9ad03a&vjs=3
262,Machine Learning Engineer,Machine Learning Engineer,Change Leader,"Hyderabad, Telangana","ML / MLOps ENGINEERS + NLP ROLE- Qualifications and Skills: Bachelor and/or Master's degree in Computer Science, Electrical Engineering, or a related field with…",PostedPosted 9 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d9eaf86d9eccbf74&fccid=fa0ccaeebd6efcec&vjs=3
263,Artificial Intelligence and Machine Learning Developers,Machine Learning Engineer,Gray Matrix,"Mumbai, Maharashtra","Research, develop, optimize and productize for artificial intelligence and machine learning applications.
Manage projects and deliverables, and design, deploy,…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=274d1fd0771d3c27&fccid=a8939fec30f37fb7&vjs=3
264,AWS DevOps Engineer Trainee position,Machine Learning Engineer,Kloudone,Remote in Remote,"Linux Fundamentals and Scripting Skills.
Soft Skills and Noble Thought.
Its a 6 months training duration with a stipend of 10,000/- Rs INR per month.",EmployerActive 2 days ago,?,2023-08-30,https://in.indeed.com/company/KloudOne/jobs/Development-Operations-Engineer-8ccbc3f38190ed71?fccid=35d28418200dd34c&vjs=3
265,Data Science/ ML /AI Technical Code Writer for Blogs,Machine Learning Engineer,Imurgence,Remote,"You would be a Technical writer whose code would be used by the company for learning content in our blogs.
Knows DS/ML/AI and has implemented projects.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5bb2d7cb0a3e84e7&fccid=cd8492a732b8eb63&vjs=3
266,Data Engineer,Machine Learning Engineer,Ataloud Technologies,Remote,"This is a remote position.
We, at Ataloud are looking for savvy Data Engineers to join our growing team of Data Engineering & Analytics experts.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=de586c7429c13992&fccid=4ae66d1f015c5361&vjs=3
267,ML Engineer,Machine Learning Engineer,ITC Infotech India Ltd,"Bengaluru, Karnataka","Should have expereince in machine learning and has worked on Ml Algorithms preferabbly from stat/math background.
Handson experience in Python and Pandas.",PostedPosted 13 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2ff27eaf9f678d07&fccid=47cca1a92b73a5b2&vjs=3
268,Data Engineer,Machine Learning Engineer,Deutsche Bank,"Pune, Maharashtra","A culture of continuous learning to aid progression.
Your Team will focus on the delivery and maintenance of applications which enable frontends by providing…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=afd95aa21a1ccb11&fccid=f1d8e147024abb3f&vjs=3
269,Intermediate IT Administrator,Machine Learning Engineer,Caminosoft AI,Remote,"Experience with managing data center, creating virtual machines, user management on FortiClient.
Experience with backup and restore of virtual machines as well…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=821cb85331203bab&fccid=957ed7d840db1357&vjs=3
270,AI Gen,Machine Learning Engineer,EY,"Bengaluru, Karnataka","As our in-house senior AI engineer, your expertise and skills will be vital in our ability to steer one of our Innovation agenda.
What working at EY offers.",PostedPosted 16 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=77def46e1b5bf5b1&fccid=1544766d4c2915b0&vjs=3
271,Machine Learning Engineer,Machine Learning Engineer,OptiSol Business Solutions Pvt Ltd,"Madurai, Tamil Nadu","In depth knowledge of Python and its data analysis and machine learning packages like Scikit Learn, OpenCV, TensorFlow, Keras, PyTorch etc.",EmployerActive 22 days ago,"₹3,00,000 - ₹10,00,000 a year",2023-08-30,https://in.indeed.com/company/OptiSol-Business-Solutions-Pvt-Ltd/jobs/Machine-Learning-Engineer-f32b6b45889e35cc?fccid=194093a0c9884cf9&vjs=3
272,AI (Artificial Intelligence) and Machine Learning (ML) TRAINERS,Machine Learning Engineer,InterNetworkz,"Bengaluru, Karnataka",The candidate must have an in depth knowledge of concepts and able to give project work to the students trained under him.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=4102d2e16b8406fb&fccid=1e821d16968d802e&vjs=3
273,Associate Data Scientist,Machine Learning Engineer,Gurucul Solutions,"Pune, Maharashtra","Possesses strong combination of theoretical knowledge and hands-on experience in statistical techniques, regression analysis and machine learning algorithms.",EmployerActive 8 days ago,"₹3,00,000 - ₹10,00,000 a year",2023-08-30,https://in.indeed.com/company/GuruCul-Solutions/jobs/Data-Scientist-c63f83ae4d948bd9?fccid=c357b80b775b5866&vjs=3
274,Data Scientist,Machine Learning Engineer,4bell Technology,"Bengaluru, Karnataka","Understanding of machine-learning and operations research.
Proven experience as a Data Scientist or Data Analyst.
Knowledge of R, SQL and Python.",EmployerActive 2 days ago,"₹20,00,000 - ₹25,00,000 a year",2023-08-30,https://in.indeed.com/company/4Bell-Technology/jobs/Data-Scientist-f79d101c13b5891e?fccid=796a5f1c8bee66df&vjs=3
275,"AI specialist and Deep learning Specialist, NLP specialist",Machine Learning Engineer,Algormind,"Chennai, Tamil Nadu","Model Training and Tuning:* Utilizing machine learning techniques to train, test, and fine-tune models.
Collaborate with Cross-functional Teams:* Work closely…",EmployerActive 2 days ago,"Up to ₹30,000 a month",2023-08-30,https://in.indeed.com/company/Algormind/jobs/Deep-Learning-Engineer-38feec0e9d506436?fccid=c11f4c5d3d4266f3&vjs=3
276,Microsoft Azure Machine Learning - at least 4 years exp,Machine Learning Engineer,Invincible IT Services,"Remote in Bengaluru, Karnataka","Familiarity with machine learning concepts such as feature selection, deep learning, and AI.
Develop and deploy machine learning models using CI/CD.",EmployerActive 3 days ago,"From ₹60,000 a month",2023-08-30,https://in.indeed.com/company/Invincible-It-Services/jobs/Machine-Learning-Engineer-cbd714df1171f67a?fccid=e39a0e13b0190b8c&vjs=3
277,Software Engineer,Machine Learning Engineer,PairSoft,Remote,"The successful candidate will possess knowledge in C#, .
Develop and implement production quality software with minimal defects.
4+ years of experience as a .",PostedPosted 19 days ago,"₹4,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=7d9610627e1677e6&fccid=8c671c8a61687156&vjs=3
278,Jr./ Sr. Machine Learning Developer,Machine Learning Engineer,Vertscend Automation,"Pune, Maharashtra","Experience: 2 to 5 Year.
Good Analytical and Design skills like Django, flask, Server-side programming.
Able to use python packages like ( NumPy, MatPloid,…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a8f7f3b7000d493f&fccid=089b47d98cd11c06&vjs=3
279,Python Data Engineer,Machine Learning Engineer,RiteStint,Remote in Remote,"Knowledge of machine learning algorithms and data analysis techniques.
Exp- Min 5 years must!*.
Deep, expert-level knowledge of Python, #pandas, and #pyspark.",EmployerActive 2 days ago,"₹1,17,250 a month",2023-08-30,https://in.indeed.com/company/RiteStint/jobs/Python-Developer-e0bbe2308d4af3f2?fccid=1b99efa8f343a451&vjs=3
280,ML Engineer,Machine Learning Engineer,Winning Edge,"Bengaluru, Karnataka","O Familiarity with deep learning, machine learning and NLP/NLG frameworks.
O Designing, developing, and researching Machine Learning systems,.",EmployerActive 2 days ago,"₹6,00,000 - ₹20,00,000 a year",2023-08-30,https://in.indeed.com/company/Winning-Edge/jobs/Engineer-d32be4f73de17e0b?fccid=d5c4a1f49c103f47&vjs=3
281,Admin Support,Machine Learning Engineer,Limra Group,"Delhi, Delhi","Experience implementing machine learning and deep learning solutions.
Good understanding of MLOps process, preferably using Azure ML service.",PostedPosted 30+ days ago,"₹90,000 - ₹1,40,000 a month",2023-08-30,https://in.indeed.com/company/Limra-Group/jobs/Admin-Support-4c35ef07e092e465?fccid=7158f6ad144b1f37&vjs=3
282,Financial Analysis - Associate,Machine Learning Engineer,JPMorgan Chase & Co,"Bengaluru, Karnataka","Financial Analysis is responsible for partnering across the firm to provide financial and strategic analysis, oversight, and coordination of budgeting and…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3c400bd903dc6cd9&fccid=c46d0116f6e69eae&vjs=3
283,Data Science & AI Specialist – Machine Learning & Optimization,Machine Learning Engineer,ABB,"Bengaluru, Karnataka",Driving data-driven strategy and decision making for predictive analytics and optimization by leveraging artificial intelligence (AI) and machine learning (ML).,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=447468246873be89&fccid=38b4474838e7b7a1&vjs=3
284,"Chatbot, Machine Learning and Artificial Intelligence",Machine Learning Engineer,Tata Insights and Quants,"Mumbai, Maharashtra","Developing and fine-tuning machine learning algorithm to improve chatbot engine accuracy and speed.
In order for the Tata companies to better understand…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2ce220bde6a546e1&fccid=9d5d14c72b1050cc&vjs=3
285,Appsheet Low Code Developers,Machine Learning Engineer,Indiahikes,Remote,Proficiency in developing low-code apps.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e1d00ac8b29d6c1d&fccid=d16135f609c75e35&vjs=3
286,Artificial Intelligence Python Developer,Machine Learning Engineer,Thinkreh,"Remote in Mumbai, Maharashtra","Familiarity with deep learning and machine learning algorithms and the use of popular AI/ML frameworks.
Design, develop, implement and monitor AI systems*.",EmployerActive 12 days ago,"₹3,06,824 - ₹14,60,947 a year",2023-08-30,https://in.indeed.com/company/Thinkreh/jobs/Python-Developer-e0dcd7890f1c5a34?fccid=b95b9b516bd2d67b&vjs=3
287,ML Engineer,Machine Learning Engineer,Appriffy-Digital IT Hub,"Bengaluru, Karnataka","5 Years Embedded Software engineer job.
Skills Required: Deep learning, C++, Python, Java, Linux Environment.
ML Engineer Bangalore - Mantis HR - Job Posting ML…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e348293482b3feaa&fccid=f3037b492bfba40b&vjs=3
