,title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
0,AI/ML Engineer,Machine Learning Engineer,KREEDA LABS,Remote in Remote,"Visual AI and Motion Detection, Computer Vision, Tensor flow, Keras and other skills sets of an AI/ML Engineer.
AI/ML: 1 year (Preferred).",EmployerActive 2 days ago,"From ₹1,00,000 a month",2023-08-30,https://in.indeed.com/company/GARUDAIRE-PRIVATE-LIMITED/jobs/Engineer-ad9e236ae6fb7df2?fccid=a1f9c2a9f955373d&vjs=3
1,"Specialist, Analytics & Data Science",Machine Learning Engineer,Athena,Remote in Remote,"We are in need of an Analytics & Data Science Specialist who will be responsible for providing business-critical insights and data, performing data analysis…",EmployerActive 2 days ago,?,2023-08-30,https://in.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Ci2m3NHTCLPLjCafZ29-GlYSVkV9guijR6sPMMcpnip1x9gIab11viNxWecQBuR5jbsuV7LDNnvaP7qmvfmwUPyQmbj9K72SbVRjDT8rbUfiV1kOuPOk97TFcPD_0lKJzY-JDJ3SlLxlf3k52nK-ndRR1KtFnXFWmQaHEZOcV8caCViL1kWCr_Zv067nIsxzH12v3XD_ACo6YL7sL3WLCe7m4w-mKPOcdw-aWiR2bbrkQ7AbfUQLUOu9sMGnJfhk6T_aa0APW8fSPgF1NpdQsMW9x46291CGgAZSnmwVgrgyoibCvOkhAzkEi0m_9ePGYi0b9FVrbFWcIUn_y2CBPjQNT41JHRxBl_0HCyNCjmFZfbwAbQyz4nXqHdu58yReVocF2RILY6ylm2PiB7NAW1Boitnjgbz9W-N1_SdEmjtya8Z9HkneAe4MLiP6K5n9smKxrDDOstrf1HyrV8PHuDLSVGhxNQUSo4H2w5HemykMDNeqWUtLg6UlXDgTyj0geQz0lF9UmUgkPwqu4LRJ0J3FSr_ZYGumgO_6N-chgSxljugSaw2S2eIUVlPWrYz5DTTPF2GNsfb6DbxfT84YhriDdBHECQec-dSO5SR2h8mdzshntm8JDbfxHH08kHb0E-gDkyd0BKgNn9xroi7zrqV1Us2L5LF0ZSot5Bd5yst0MLrniM3zzgrKpCWbZGjjqQJLWL73zoj372sP7iIZq_07rzoIMovhmr63f1CmZ3Xthu_UEG0D2P&xkcb=SoAm-_M3Lj9PPxAGE70JbzkdCdPP&p=2&fvj=1&vjs=3
2,Machine Learning Engineer,Machine Learning Engineer,8848 Digital LLP,Remote in Remote,"Understanding of key machine learning concepts and metrics, such as F-measure.
Demonstrated experience in building, training, and optimizing deep learning…",PostedPosted 30+ days ago,"Up to ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/Nexcen-Global/jobs/Machine-Learning-Engineer-c405ee2e8db9c036?fccid=8998e89e6dd8d44a&vjs=3
3,Machine Learning Intern,Machine Learning Engineer,Infrrd,India,Designs and develops scalable solutions that leverage machine learning and deep learning models to meet enterprise requirements.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c8abd9c659e9c852&fccid=9eb89d5852677fc4&vjs=3
4,"Machine Learning Research Engineer, Core ML",Machine Learning Engineer,Skit.ai,"Bengaluru, Karnataka","It involves extensive research and product development work in Spoken Language Understanding, Speech Recognition, Paralinguistics, Response Production as well…",EmployerActive 9 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e4524939f679869a&fccid=0e74d497c7379555&vjs=3
5,"Machine learning Engineer,",Machine Learning Engineer,Predictive Research,"Bengaluru, Karnataka","Our main focus is on Machine Learning, Artificial Intelligence, Neural Network,Big Data, Data Science and financial.
Total work: 1 year (Preferred).",EmployerActive 3 days ago,"₹2,40,000 - ₹3,20,000 a year",2023-08-30,https://in.indeed.com/company/Predictive-Research/jobs/Machine-Learning-Engineer-1f9113ee003e89da?fccid=5f47f858cf568909&vjs=3
6,Machine Learning Engineer (Remote),Machine Learning Engineer,A5 Labs,Remote,"The hire will be responsible for expanding and optimizing our data and data pipeline architecture, as well as optimizing data flow and collection for cross…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e1bfa5d34c2f8e0a&fccid=9dda6030fc8fb226&vjs=3
7,Machine Learning Engineer - India,Machine Learning Engineer,Branch International,Remote,"We make extensive use of machine learning in our credit product, where it is used (among other things) for underwriting and loan servicing decisions.",PostedPosted 23 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f637d823923c75d1&fccid=693e4534a328a646&vjs=3
8,Machine Learning Engineer,Machine Learning Engineer,Aidaptive,Remote in India,"Experience with deep learning frameworks including TensorFlow and other machine learning libraries.
Experience in building, deploying, and improving machine…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=237e8a4133b9b650&fccid=42e2758c0d96e77b&vjs=3
9,Artificial Intelligence and Machine Learning Trainee,Machine Learning Engineer,Midas Fintech Solutions Private Limited,"Mumbai, Maharashtra","Basic understanding of machine learning concepts, algorithms, and techniques.
Algorithm Development: Collaborate with senior team members to design, implement…",EmployerActive 2 days ago,"₹30,000 - ₹50,000 a month",2023-08-30,https://in.indeed.com/company/Midas-Fintech-Solutions-Private-Limited/jobs/Machine-Learning-Engineer-64aefdd3ff560aef?fccid=2de224ff6c4cdfb7&vjs=3
10,Machine Learning Engineer,Machine Learning Engineer,Influetize,"Remote in Delhi, Delhi","Strong experience with backend development and machine learning integration.
Machine Learning Integration*: Utilize OpenAI's GPT-3 or GPT-4 models to fine-tune…",EmployerActive 13 days ago,"₹40,000 - ₹1,00,000 a month",2023-08-30,https://in.indeed.com/company/Influetize/jobs/Machine-Learning-Engineer-2582d6d940b3401b?fccid=3fca696ca08eeb13&vjs=3
11,Machine Learning Engineer,Machine Learning Engineer,Ascendeum Pvt Ltd,"Remote in Delhi, Delhi","You will collaborate closely with cross-functional teams of data scientists, machine learning engineers, software engineers, and DevOps professionals to ensure…",EmployerActive 8 days ago,?,2023-08-30,https://in.indeed.com/company/Ascendeum-Pvt-Ltd/jobs/Machine-Learning-Engineer-d1a66dcb2272dd9c?fccid=8df747a4d202d545&vjs=3
12,Data Analytics Faculty,Machine Learning Engineer,Miracle Information Services Private Limited,"Bhopal, Madhya Pradesh","Python, *Big Data Analytics, Power Bi, Artificial Intelligence, Tableau, Machine Learning, Data Science, Data Analysis, *Data…",EmployerActive 2 days ago,"₹20,000 - ₹45,000 a month",2023-08-30,https://in.indeed.com/company/Miracle-Information-Services-Private-Limited/jobs/Faculty-5b7ce1bdb88556f1?fccid=cda15f8332b08274&vjs=3
13,Staff Software Engineer - Matching Science,Machine Learning Engineer,Indeed,Remote in Remote,"Mentor other software engineers, data scientists, and ML engineers in the team.
Machine learning: 1 year (Required).
Software Engineering: 5 years (Required).",EmployerActive 2 days ago,"₹53,60,000 - ₹80,40,000 a year",2023-08-30,https://in.indeed.com/company/Indeed/jobs/Software-Engineer-226708a0a43e6864?fccid=d6ef41e202aa2c0b&vjs=3
14,Machine Learning Operations Engineer,Machine Learning Engineer,Ascendeum,"Remote in Bengaluru, Karnataka","You will collaborate closely with cross-functional teams of data scientists, machine learning engineers, software engineers, and DevOps professionals to ensure…",EmployerActive 14 days ago,"₹6,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/Ascendeum/jobs/Machine-Learning-Engineer-acd3928c71b5748d?fccid=550bb0deaf6f9c61&vjs=3
15,Machine Learning Engineer,Machine Learning Engineer,Pragra,"Remote in Noida, Uttar Pradesh","At least two years' experience as a machine learning engineer.
Keeping abreast of developments in machine learning.
Job Types: Full-time, Permanent.",PostedPosted 30+ days ago,"₹8,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/Pragra/jobs/Machine-Learning-Engineer-4e2ec3857fb871ac?fccid=1f0d44cc719fc02c&vjs=3
16,Machine Learning/ AI Engineer,Machine Learning Engineer,InfoObjects,"Jaipur, Rajasthan","3-5 years of experience in the industry with at least 2 years in data science / machine learning.
You’ll implement machine learning algorithms, drive data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=492ff18820a2bd64&fccid=97aeac9e13420656&vjs=3
17,Trainee Conversion - Machine Learning Engineer,Machine Learning Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Master in Computer/Electronics Engineering with focus on machine learning, computer vision, image processing or neural networks.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f464b2ee27868782&fccid=9ab138c02aaca829&vjs=3
18,Predictive Analyst,Machine Learning Engineer,Tidal Vape Ltd,Remote in Remote,"Stay up-to-date with industry trends, emerging technologies, and market dynamics that could impact the organizations performance.",EmployerActive 4 days ago,"₹8,00,000 - ₹10,00,000 a year",2023-08-30,https://in.indeed.com/company/OFS-ta-Tidal-Vape/jobs/Predictive-Analyst-dfc65cd786dad01a?fccid=252a663c3d9835fd&vjs=3
19,Machine Learning Engineer,Machine Learning Engineer,Tekolutions.ai,"Mumbai, Maharashtra","Keeping abreast of developments in machine learning.
Consulting with managers to determine and refine machine learning objectives.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=23df2c464c15a729&fccid=3840510b0b029ee9&vjs=3
20,"Associate Principal Engineer, Machine Learning",Machine Learning Engineer,Nagarro,Remote,"Company Description We're Nagarro. We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=ad8f7bef003fb8d6&fccid=be57e01618911e92&vjs=3
21,Machine Learning Engineer,Machine Learning Engineer,Travitons Technologies,"Pune, Maharashtra","Run machine learning tests and experiments.
Develop machine learning applications according to requirements.
Study and transform data science prototypes.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=9a0146079ea15f81&fccid=8a48d18f38d019fa&vjs=3
22,"Software Engineer, Machine Learning",Machine Learning Engineer,Google,"Bengaluru, Karnataka","3 years of experience with machine learning algorithms and tools (e.g. TensorFlow), artificial intelligence, deep learning, and/or natural language processing.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=09f362d01caaff75&fccid=a5b4499d9e91a5c6&vjs=3
23,Mumbai Vileparle - Machine Learning/NLP Engineer,Machine Learning Engineer,JForce Solutions,"Mumbai, Maharashtra",Proficiency in machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn or pandas).,EmployerActive 2 days ago,"₹2,40,000 - ₹6,00,000 a year",2023-08-30,https://in.indeed.com/company/JForce-Solutions/jobs/Machine-Learning-Engineer-f9e0bbfa6badd070?fccid=91080e992f106c9e&vjs=3
24,Machine Learning Engineer,Machine Learning Engineer,Marktine Technology Solutions,Remote,Ph.D. preferred 3+ years of professional experience as a Machine Learning Engineer/Data Scientist; in a product development setting Hands-on experience with…,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3e2bdf655654e6b7&fccid=4d1ce2b52f6f8920&vjs=3
25,Front End Engineer,Machine Learning Engineer,Effone software inc,Remote in Remote,"This Staff Front End Engineer (tech lead) will be an integral member of our Client’s Digital software engineering team, which uses machine learning and other AI…",EmployerActive 2 days ago,"₹10,00,000 - ₹30,00,000 a year",2023-08-30,https://in.indeed.com/company/Effone-Software-Inc/jobs/Front-End-Developer-cc3757d070a84720?fccid=f018c54bf1832574&vjs=3
26,Senior Machine Learning Engineer,Machine Learning Engineer,Attain.ai,Remote in Remote,Keeping up to date with the latest advancements in machine learning and artificial intelligence to continuously improve our products.,PostedPosted 30+ days ago,"₹55,000 - ₹75,000 a year",2023-08-30,https://in.indeed.com/company/Attain.ai/jobs/Machine-Learning-Engineer-960e1cedcee6925c?fccid=08ea30bb0e26e0e1&vjs=3
27,Data Analytics / Machine Learning Engineers,Machine Learning Engineer,Tata Elxsi,"Bengaluru, Karnataka","Strong fundamentals in Statistical Analysis and Machine Learning algorithms for regression, classification, clustering, anomaly detection and NLP using…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=60238abff7540670&fccid=cf9a392c0e128671&vjs=3
28,Machine Learning Analyst,Machine Learning Engineer,Pattern Effects Labs,"Bengaluru, Karnataka","AI is used to find pattern and correlation which hide deep within Big Data.
Candidate should be passionate to use various ML algorithms to solve the problem.",PostedPosted 26 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5bf8c531867ef0fc&fccid=636b2f7c338b7ec9&vjs=3
29,Engineer - Machine Learning,Machine Learning Engineer,Narsee Monjee Institute of Management Studies...,"Mumbai, Maharashtra","Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like scikit-learn).
To succeed in this role, you should possess outstanding…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d3ad42161b752603&fccid=313263628ca92ac4&vjs=3
30,SDE-2 Backend Engineer,Machine Learning Engineer,BigShyft,Remote,"Coach junior engineers with code comments, documents, and presentations.
This means they can assign, track, and collaborate on customer emails, as well as run…",PostedPosted 25 days ago,"₹20,00,000 - ₹32,50,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=ba4e161366e45f5e&fccid=df4303b9957be85e&vjs=3
31,Machine Learning Engineer,Machine Learning Engineer,Brightree,"Bengaluru, Karnataka","You will be given creative freedom and opportunities to work on advanced AI/ML problems, such as reinforcement learning and a self-serve AI/ML platform.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e4c6092812559e24&fccid=e11fb69458043be6&vjs=3
32,Data Science Trainer,Machine Learning Engineer,ONLEI Technologies,Remote,We are looking to hire a Data Science Trainer .,PostedPosted 19 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=238192286f62a4f1&fccid=45464de7007331b6&vjs=3
33,"Senior Machine Learning Engineer - NLP (Remote, India)",Machine Learning Engineer,Level AI,Remote in India,"Build post-deployment monitoring and continual learning capabilities.
You will directly work with a team of experienced technologists to identify and solve a…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=67cd2044a0e4f922&fccid=37768c08b7d91f8d&vjs=3
34,Machine Learning Engineer,Machine Learning Engineer,Anantadrishti Technologies,"Lucknow, Uttar Pradesh","Experience in productionizing deep learning systems.
Experience in prototyping deep reinforcement learning and computer vision solutions.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=0e815baf0feff801&fccid=dd616958bd9ddc12&vjs=3
35,"Principal Engineer, Machine Learning",Machine Learning Engineer,Nagarro,Remote,"Company Description We're Nagarro. We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d7c68ba45fcde656&fccid=be57e01618911e92&vjs=3
36,Machine Learning Engineer,Machine Learning Engineer,Tookitaki,Remote,"Experience in building big data pipelines for machine learning products.
Experience with building cloud-based or on-premise big data and machine learning…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8f933176baee698c&fccid=475adce53f46c3ba&vjs=3
37,Machine Learning Engineer| Pune | Mumbai |3-10 yrs,Machine Learning Engineer,Capgemini,"Noida, Uttar Pradesh","Roles & Responsibilities: • Study/ transform data science prototypes, design machine learning models and deploy appropriate ML algorithms and tools • Understand…",PostedPosted 16 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b0fe40f9502e6d8d&fccid=105ecfd0283f415f&vjs=3
38,"Staff Engineer, Machine Learning",Machine Learning Engineer,Nagarro,+1 locationRemote,"Company Description We're Nagarro. We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=552433328273f99e&fccid=be57e01618911e92&vjs=3
39,Machine Learning Engineer,Machine Learning Engineer,Zuma,"Bengaluru, Karnataka","Proficiency in Python and familiarity with machine learning frameworks such as TensorFlow, PyTorch, or similar.",PostedPosted 16 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8ccb0ed641bd5fc2&fccid=337a0fb6be987a37&vjs=3
40,Machine Learning Engineer,Machine Learning Engineer,MariApps Marine Solutions,"Kochi, Kerala","Collaborate with system/software engineers and data scientists to commercialize the ideas with excellent user experience.
1+ years of SQL experience.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=1ce002a5af2fc470&fccid=ad8f70c6d4912fb7&vjs=3
41,Machine Learning Intern,Machine Learning Engineer,Mettler Toledo,"Mumbai, Maharashtra","Knowledge and understanding of modern machine-learning approaches.
Good programming knowledge of Python is a must.
Understanding the RPA landscape is a plus.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=9e578905bee482ca&fccid=1df77876fbb6d721&vjs=3
42,AI & MACHINE LEARNING Associate Manager (MID-LEVEL),Machine Learning Engineer,eigital - redefining digital,Remote in Remote,"Run machine learning tests and experiments.
Develop machine learning applications according to requirements.
Study and transform data science prototypes.",EmployerActive 2 days ago,"₹35,000 - ₹50,000 a month",2023-08-30,https://in.indeed.com/company/eigital---redefining-digital/jobs/Machining-Manager-28dba9ba7f51ccfb?fccid=559516016dc3903f&vjs=3
43,Machine Learning Engineer,Machine Learning Engineer,Leegality,Remote in India,"Keeping abreast of developments in machine learning.
A first-class machine learning engineer will be someone whose expertise translates into the enhanced…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=adf04db13c2a339f&fccid=d51ca5e154a2c750&vjs=3
44,Machine Learning: NLP,Machine Learning Engineer,Paxcom India,"Hybrid remote in Delhi, Delhi",PaymentUs leads the North American marketplace in electronic bill payment solutions and have recently signed a partnership with Paypal and Alexa.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3d9fd3b1dcf7761b&fccid=0963aa5c8f6d9b08&vjs=3
45,Data Engineer,Machine Learning Engineer,Virtue Analytics,"Lucknow, Uttar Pradesh","As a Data Engineer, you will play a crucial role in designing, developing, and maintaining our data infrastructure, pipelines, and systems.",EmployerActive 2 days ago,"₹3,00,000 - ₹8,00,000 a year",2023-08-30,https://in.indeed.com/company/VIRTUE-ANALYTICS/jobs/Data-Engineer-27955957c7f95a05?fccid=af921f94e012d7af&vjs=3
46,Machine Learning Engineer / Sr. ML Engineer ,Machine Learning Engineer,Mysuru Consulting Group,Remote,"Perform data mining by applying machine learning and supervised or unsupervised learning algorithms.
Design and develop machine learning algorithms and deep…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8095a712749096df&fccid=f0a8ae45f01e60ff&vjs=3
47,Business Analyst,Machine Learning Engineer,Recro,"Bengaluru, Karnataka","Basic knowledge of machine learning techniques like Regression, Classification etc.
Bachelor's degree in Business Administration, Engineering, Economics,…",EmployerActive 7 days ago,"₹4,13,524 - ₹11,95,696 a year",2023-08-30,https://in.indeed.com/company/Recro/jobs/Business-Analyst-c444ccd1867ecb0e?fccid=23a3a6663a613b8d&vjs=3
48,Machine learning engineer,Machine Learning Engineer,Trask,"Bengaluru, Karnataka","Experience with GPUs, machine learning accelerators and related software is a plus.
Experience with machine learning algorithms and architectures, including…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5e7b4711bf76a308&fccid=c78ec668279ddad2&vjs=3
49,Machine Learner Engineer,Machine Learning Engineer,True Data Software,"Remote in Pune, Maharashtra","At least two years' experience as a machine learning engineer.
Keeping abreast of developments in machine learning.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=60c9138a1b493365&fccid=905889db10428b23&vjs=3
50,Machine Learning Engineer,Machine Learning Engineer,MatrixCare,"Bengaluru, Karnataka","You will help define and ensure best coding practices within the team of excellent and engaged engineers.
You will be given creative freedom and opportunities…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=1144091ec6eb6168&fccid=b8986b6a15679801&vjs=3
51,Sr. Data Engineer,Machine Learning Engineer,Xotiv Technologies,"Delhi, Delhi","Work closely with the data science and business intelligence teams to develop data models and pipelines for research, reporting, and machine learning.",EmployerActive 2 days ago,"₹5,26,980 - ₹19,49,832 a year",2023-08-30,https://in.indeed.com/company/Xotiv-Technologies/jobs/Data-Engineer-29d7140aa2693568?fccid=db71a9475441b219&vjs=3
52,Artificial Intelligence Engineer,Machine Learning Engineer,True Data Software,"Remote in Pune, Maharashtra","Work with other machine learning engineers, data engineers, and AI engineers to develop machine learning models.
Perform statistical analysis on big data sets.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=816ce42c5f569afb&fccid=905889db10428b23&vjs=3
53,ETL/Data Engineer,Machine Learning Engineer,UST,"Bengaluru, Karnataka","Self-learning and implement new features released in ERP/CRM wherever possible.
Under the supervision of a Senior Lead analyze and develop applications in…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=1cd414fc281b624a&fccid=810178099fb1fcbc&vjs=3
54,Machine Learning Engineer,Machine Learning Engineer,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Develop RESTful APIs to serve machine learning models in production and strong debugging skills.
Job Description and desired Skills for ML Engineer.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e9f1ad3188805cc5&fccid=9ab138c02aaca829&vjs=3
55,Engineer - Machine Learning,Machine Learning Engineer,Shri Vile Parle Kelavani Mandal,"Mumbai, Maharashtra","Remain updated in the rapidly changing field of machine learning.
Familiarity with machine learning frameworks (like Keras or PyTorch) and libraries (like…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=9da3a5a9a506b4f8&fccid=35521e170c92d078&vjs=3
56,Machine Learning Engineer,Machine Learning Engineer,vSplash Techlabs,"Hyderabad, Telangana","Strong knowledge of machine learning algorithms and techniques.
2+ years of experience in developing and implementing machine learning models.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=c810fa9d31b9fb3d&fccid=0e03b6ed9b9a26b0&vjs=3
57,Dev Ops Engineer,Machine Learning Engineer,DronaHQ,Remote,"The role will work closely with architects, software engineers and operations to design, build, deploy, manage and operate our development, test and production…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=0760c66e632a6349&fccid=489320e1a14938f0&vjs=3
58,Python Engineer,Machine Learning Engineer,Finoit Technology,Remote in Remote,"What we look for in you :*.
A team player with minimum 3 years of working experience in developing, releasing, and maintaining large-scale software applications…",EmployerActive 2 days ago,"₹2,82,636 - ₹14,01,045 a year",2023-08-30,https://in.indeed.com/company/Finoit-Technology/jobs/Python-Developer-94f77e7f93b24e93?fccid=93c964d5fffe2ac1&vjs=3
59,Machine Learning Engineer,Machine Learning Engineer,Zycus,"Bengaluru, Karnataka+2 locations","Keeping abreast of developments in machine learning.
Designing and devloping machine learning systems and self-running artificial intelligence (AI) software to…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d9442fc90e5d3e1d&fccid=32da022957dfccff&vjs=3
60,Data Engineer,Machine Learning Engineer,Right eSource,"Bengaluru, Karnataka","Develop a scalable and resilient cloud data platform and scalable data pipelines.
Ensure industry best practices around data pipelines, metadata management,…",EmployerActive 17 days ago,"₹10,00,000 - ₹15,00,000 a year",2023-08-30,https://in.indeed.com/company/Right-eSource/jobs/Data-Engineer-75d5e4aae5ed1ec9?fccid=b52e2aa956390c97&vjs=3
61,Machine Learning Engineer,Machine Learning Engineer,Eagle Eye Networks Inc,"Bengaluru, Karnataka","At least 1 year of experience with machine learning, using convolutional neural networks.
Machine learning and or AI related - 2+ years.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7d17e4ebd68a2c8c&fccid=bd91a755d93e3b77&vjs=3
62,Machine Learning Engineer (CPG),Machine Learning Engineer,Tredence,India,"Work with engineers to develop, test, and maintain the accurate tracking, capturing and reporting of key data.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d210f394327af44d&fccid=d09878b895240545&vjs=3
63,MACHINE LEARNING ENGINEER,Machine Learning Engineer,Neva Ventures,"Bengaluru, Karnataka","Looking for passionate individuals with strong machine learning background.
Hands-on expertise in Artificial Intelligence, Machine Learning, Neural Networks,…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cd997cf7d36c78c0&fccid=7f9a9e9714f510ab&vjs=3
64,ML Engineer (Remote),Machine Learning Engineer,mobio solutions,Remote,"Solid understanding of machine learning techniques, including supervised and unsupervised learning, and experience applying them to solve real-world problems.",PostedPosted 28 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7b324bbbfbb8d65a&fccid=2796256a8538d540&vjs=3
65,Python/Machine Learning Developer,Machine Learning Engineer,Infinnium Infotech,"Ahmedabad, Gujarat","Your responsibilities will evolve designing and constructing sophisticated machine learning models, as well as refining and updating existing systems.",EmployerActive 2 days ago,"₹2,00,000 - ₹7,00,000 a year",2023-08-30,https://in.indeed.com/company/Infinnium-infotech/jobs/Python-Developer-72d4b6da36a403e1?fccid=cb10ddfd40019914&vjs=3
66,Machine Learning Specialist for Intelligent Automation,Machine Learning Engineer,Bosch Group,"Bengaluru, Karnataka","Design and develop machine learning models and algorithms tailored to the specific needs, ensuring scalability, accuracy, and reliability.",PostedPosted 11 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=831894bfe5dbd074&fccid=a2faf1301ac6ad4b&vjs=3
67,Sr Data Scientist - Matching Science,Machine Learning Engineer,Indeed,Remote in Remote,"We are looking for someone with a deep interest in designing and building machine learning systems, thought-provoking assignments, is eager to learn, and wants…",EmployerActive 2 days ago,"₹49,60,000 - ₹74,40,000 a year",2023-08-30,https://in.indeed.com/company/Indeed/jobs/Senior-Data-Scientist-3f394558f770f877?fccid=d6ef41e202aa2c0b&vjs=3
68,Machine Learning Algorithm Engineer,Machine Learning Engineer,Ceremorphic,"Hyderabad, Telangana","Develop algorithms for deep learning, data analytics, machine learning, or scientific computing.
If you have a good understanding for deep learning and a strong…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2c68e8d991fcaac8&fccid=802be81faeefbe5e&vjs=3
69,DevOps Engineer,Machine Learning Engineer,Marktine Technology Solutions,Remote,"TECHNICAL SKILLS: • Experience in Public cloud development (AWS) & Cloud Services: AWS (EC2, S3, CloudWatch, RDS, Elastic Cache, IAM) • Configuration Management…",PostedPosted 30+ days ago,"₹10,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=84c1f433dc667838&fccid=4d1ce2b52f6f8920&vjs=3
70,"Machine Learning Engineer - NLP, Agent Assist (Remote, India)",Machine Learning Engineer,Level AI,Remote in India,"Build post-deployment monitoring and continual learning capabilities.
Level AI is a Mountain View, CA-based startup innovating in the Voice AI space.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=fc7eb6ae38b7005e&fccid=37768c08b7d91f8d&vjs=3
71,Machine Learning AI Platform Engineer,Machine Learning Engineer,Accenture,"Pune, Maharashtra+4 locations","Project Role Description :Develops applications and systems that utilize AI to improve performance and efficiency, including but not limited to deep learning,…",PostedPosted 8 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=876d14d376a77d04&fccid=a4e4e2eaf26690c9&vjs=3
72,Cloud Engineer Trainee,Machine Learning Engineer,G7 CR Technologies,"Bengaluru, Karnataka","Location: Kasturba Road, Bangalore, Karnataka.
CTC: As per market standards.
Experience: Min 0-1 Years.
Computer Science/BCA/MCA/B.E/B.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=ed6765e19750de07&fccid=6927b259faf203db&vjs=3
