title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
Data Scientist,Data Scientist,ALSTOM,"Bengaluru, Karnataka","Define, develop, manage & sustain the data model to meet project/customer needs, by supporting data science activities to:
Competences and Non-technical Skills:",PostedPosted 9 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=2be2038831710547&fccid=70bbeb2771f8c8e7&vjs=3
Data Science & Analytic,Data Scientist,CODEC Networks,"Delhi, Delhi",1 to 2 years developing and implementing data analytics methodologies with good interpersonal with excellent communication skills.,PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=36b754a0f6c6d577&fccid=e4615befce7944b8&vjs=3
Data Scientist,Data Scientist,Beinex,India,"Present information using data visualization techniques.
Identify valuable data sources and automate collection processes.
Analytical mind and business acumen.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=14688c3e2d812767&fccid=fcb19ba739a946d1&vjs=3
Data Science,Data Scientist,Innefu Labs Pvt. Ltd.,"Delhi, Delhi",Data Wrangling – proficiency in handling imperfections in data is an important aspect of a data scientist job description.,PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=ff2172cd2bdf059a&fccid=5c36da9694f987a9&vjs=3
Data Scientist,Data Scientist,Affinity Express,"Pune, Maharashtra","Collect, clean, and preprocess data from various sources.
At least 3 years of experience in a data science or analytics role.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=778bb8342b567dc2&fccid=d2e3b018f859bdbf&vjs=3
Computational & Data Scientist,Data Scientist,ExxonMobil,"Bengaluru, Karnataka","Work with computational scientists, data scientists, engineers, software developers, and geoscientists across the globe to develop, deliver and apply…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=7599eb681fae4327&fccid=1ddb91d85c72e885&vjs=3
Big Data Engineer - Xebia,Data Scientist,Foraysoft,"Gurgaon, Haryana",Techno functional experience working with technical team (data engineering / data science) and the business (functional) teams.,PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=bef4ad2520f6db59&fccid=b954b145e862b043&vjs=3
AI/ML Engineer,Data Scientist,Apping Technology,"Delhi, Delhi","Understanding of data structures, data modeling and software architecture.
Study and transform data science prototypes.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=a53979a6344e8460&fccid=cb196be5fd61661b&vjs=3
Business Data Analyst (Remote),Data Scientist,MonetizeMore,Remote in India,"Join MonetizeMore and be the driving force in connecting data insights with business success.
Perform detailed data analysis to extract meaningful insights,…",PostedPosted 15 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=e931963dab9213d3&fccid=0f5f02cc143354d0&vjs=3
Data Scientist,Data Scientist,Adobe,"Noida, Uttar Pradesh","Strong understanding of data warehousing concepts, ETL processes, and data modeling principles.
Design and implement data models, data warehouses, and ETL…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=de3134d55ea6479e&fccid=f89deb5a97c7738a&vjs=3
"Data Scientist I, Tech",Data Scientist,Uber,"Bengaluru, Karnataka","Strong knowledge on big data frameworks (e.g. Hadoop, Spark) and prior experience in building long-running/stable data pipelines.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=2a84cc3befccc7fe&fccid=f766f8bfbc3effb7&vjs=3
Data Scientist,Data Scientist,Sorigin Group,"Pune, Maharashtra","Experience in data mining.
Present information using data visualization techniques.
Identify valuable data sources and automate collection processes.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=32d7659fb90aa879&fccid=5b42a66a09782292&vjs=3
Data Scientist I,Data Scientist,Dozee,"Bengaluru, Karnataka",Key Responsibilities: Short Info Posted: 49 day(s) ago Work Location: Bangalore Qualifications: B.Sc/B.Tech/M.Tech Experience: 2 Years - 0 Months To 4 Years …,PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=15869d128a46b4ee&fccid=496c98bc59af3d39&vjs=3
Data Scientist,Data Scientist,Springer Nature,India,"Collaborate with other data scientists and experts as well as product-development teams on different scientific domains.
Strong working knowledge of Python.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=af1b760e410a8ce1&fccid=bcbe3f5328b59f6d&vjs=3
Sr. Data Scientist – AI ML,Data Scientist,Grey Chain,"Remote in Delhi, Delhi","Working knowledge of data training and machine learning models.
Get to work on cutting edge AI ML products for international clients.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=fc1ab8493768cc9a&fccid=89a8a09502786dca&vjs=3
Junior Python Developer,Data Scientist,BTree Research Services,"Nagercoil, Tamil Nadu","Certification or experience in data analysis, data mining, and statistical modelling is an added advantage.
Problem-Solving Skills: Ability to analyze and solve…",EmployerActive 13 days ago,"Up to ₹20,000 a month",2023-08-30,https://in.indeed.com/company/BTree-Research-Services/jobs/Junior-Python-Developer-ecf90f48bc05ca01?fccid=603f23a87d704003&vjs=3
,,,,,,,,
Data Scientist Internship,Data Scientist,Crypto Mize,"Delhi, Delhi","Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=396f8c9a8e5cdb58&fccid=bdad58a8df3ba8a4&vjs=3
,,,,,,,,
Machine Learning Data Associate (On Contract),Data Scientist,Observe.AI,"Bengaluru, Karnataka","Good familiarity with handling data in spreadsheets or other data entry/ analysis software (e.g., Microsoft Excel).
Bachelor’s degree in any discipline.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=38e7d2c14fcca441&fccid=3b5529b0eb6070d8&vjs=3
Data Science Teacher,Data Scientist,E Page Infotech,"Remote in Pune, Maharashtra","Job Types: Part-time, Freelance.
Part-time hours: 10 per week.
Total work: 3 years (Preferred).",EmployerActive 5 days ago,"From ₹30,000 a month",2023-08-30,https://in.indeed.com/company/E-Page-Infotech/jobs/Data-Scientist-5153f98277eb7e75?fccid=bb5636788fb360b0&vjs=3
Data Scientist - Mobility/Retail,Data Scientist,Shell,India,"Assess data availability and modeling feasibility.
A passion for and expertise in practicing data science to solve real-world customer problems.",PostedPosted 21 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=fd3d09820205382f&fccid=167aa4ca2fe7d8e6&vjs=3
Data Scientist,Data Scientist,Hemas Enterprises Private Limited,"Chennai, Tamil Nadu","Working knowledge of data mining principles: EDA, predictive analytics, mapping, collecting data from multiple data systems on premises and cloud-based data…",PostedPosted 30+ days ago,"From ₹5,00,000 a year",2023-08-30,https://in.indeed.com/company/Hemas-Enterprises-Private-Limited/jobs/Data-Scientist-28b2a2150cc2cd04?fccid=40e162899a381c1b&vjs=3
Data Scientist,Data Scientist,Biocube,"Gurgaon, Haryana","Experience: 3-5 Years Location: Gurgaon, Haryana Position: 1 Apply Now Biocube Experience Bringing the Power of Identity in your hand– Equal Room for Growth…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=310ce17861416b58&fccid=c3b75a646e751f7a&vjs=3
Data Scientist,Data Scientist,CoRover,"Bengaluru, Karnataka","Present information using data visualization techniques.
Undertake to preprocess of structured and unstructured data.
Knowledge of R, SQL, and Python.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=7b11c591922a4fdd&fccid=db5990e3aebe4c49&vjs=3
Data Scientist,Data Scientist,IMMO,"Hybrid remote in Chennai, Tamil Nadu","You can use SQL to access and transform data.
Work with data from a variety of internal and external datasets.
Find the right one for your use case.",PostedPosted 27 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=684994a634ddceb0&fccid=1013ec44d9323b91&vjs=3
Data Scientist,Data Scientist,CodiniX,"Noida, Uttar Pradesh","Strong understanding of data warehousing concepts, ETL processes, and data modeling principles, demonstrated through successful implementation of data solutions…",PostedPosted 14 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=5b54826b73e76ad3&fccid=841bf66f6b382403&vjs=3
Senior Data Scientist,Data Scientist,Screatives Software Services Private Limited,"Remote in Hyderabad, Telangana","Data scientist: 6 years (Preferred).
Strong experience working with big data & distributed data computing tools like Hadoop, Hive, Spark, Kafka, etc..",EmployerActive 2 days ago,"₹30,00,000 a year",2023-08-30,https://in.indeed.com/company/Screatives-Software-Services-Private-Limited/jobs/Senior-Data-Scientist-4abc9af096b7fc41?fccid=19b1d7e3211e675c&vjs=3
Data Scientist,Data Scientist,Fortuna Entertainment Group,India,"Support the data analytics team in improving analytical models with data science-based insights.
Exciting sports and gaming data and latest technology.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=e1892be3067a37a6&fccid=c3bb3cf14dca2a9d&vjs=3
Data Science (AI & Python Program Developers),Data Scientist,MNJ Software,Remote,"MNJ SOFTWARE takes pride in building strategic long-term client relationships.
MNJ SOFTWARE is only hiring those authorized to work in the India and unable to…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=31324ad3783328f5&fccid=eed7c45ec44b6a0b&vjs=3
AI Gen,Data Scientist,EY,"Bengaluru, Karnataka","You will be helping EY’s sector and service line professionals by developing analytics enabled solutions, integrating data science activities with business…",PostedPosted 16 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=77def46e1b5bf5b1&fccid=1544766d4c2915b0&vjs=3
Data Analyst & Scientist,Data Scientist,Siemens Gamesa Renewable Energy,"Bengaluru, Karnataka","Conducts simulations or data analyses and validates results.
Deploys a range of scientific, mathematical, computational and/or data analysis methods for…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=f5f3eff28881ab7e&fccid=80ce8fe747cb0aff&vjs=3
Data Scientist,Data Scientist,Exeliq Consulting,"Kandivali, Mumbai, Maharashtra","Creating solutions and products for leading representatives of different industries;
Analysing business problems, looking for better technical solutions and…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=362024181515ec99&fccid=81072f96de541e68&vjs=3
Data Scientist / Decision Scientist,Data Scientist,Maruti Suzuki India Ltd,"Gurgaon, Haryana+1 location","Understand the data landscape, establish the data adequacy beforehand.
Experience in time-series/IoT data analytics e.g. data streaming from vehicle on-board…",PostedPosted 21 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=341647e9d37933ae&fccid=9102c38c15134e6c&vjs=3
Data Science,Data Scientist,Mr. Cooper,"Chennai, Tamil Nadu","Atleast 4+ years of experience in data analysis and model building.
Proficient in general purpose programming/algorithm/data-structure.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=0e3024a28b05d52b&fccid=31983fe75ad38002&vjs=3
Python - AI/ML Engineer,Data Scientist,Nettyfy Technologies,"Ahmedabad, Gujarat","Apply statistical techniques and data visualization methods to gain a deep understanding of the data.
Collaboration: Work closely with cross-functional teams,…",EmployerActive 2 days ago,"₹15,000 - ₹40,000 a month",2023-08-30,https://in.indeed.com/company/Nettyfy-Technologies/jobs/Python-Developer-510e8c47f2494a8f?fccid=efb80e21b807abe4&vjs=3
,,,,,,,,
Data Science Architect,Data Scientist,Repyute Networks Private Limited,"Remote in Bengaluru, Karnataka",Lead the design of data pipelines and integration processes to ensure seamless data flow across different systems.,PostedPosted 14 days ago,"₹2,00,000 - ₹2,50,000 a month",2023-08-30,https://in.indeed.com/rc/clk?jk=9a5bc3301c12c811&fccid=b05bcaa6826dcb21&vjs=3
AM/DM - Data Scientist,Data Scientist,Maruti Suzuki India Ltd,"Gurgaon, Haryana","Understanding of accident data and environment data.
Mentoring juniors in data science.
Exploratory data and get insights.
Experience of deployment of models.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=5cf3939f46df5402&fccid=9102c38c15134e6c&vjs=3
Mumbai Vileparle - Machine Learning/NLP Engineer,Data Scientist,JForce Solutions,"Mumbai, Maharashtra","Supervising the data acquisition process if more data is needed.
Exploring and visualizing data to gain an understanding of it, then identifying differences in…",EmployerActive 2 days ago,"₹2,40,000 - ₹6,00,000 a year",2023-08-30,https://in.indeed.com/company/JForce-Solutions/jobs/Machine-Learning-Engineer-f9e0bbfa6badd070?fccid=91080e992f106c9e&vjs=3
Data Scientist (AI & Machine Learning),Data Scientist,Optimar Consulting,India,"Understanding of data structures, data modelling and software architecture.
Select appropriate datasets and data representation methods.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=f9e4bd1931b26c1a&fccid=63c8f2203510fe51&vjs=3
Data Scientist,Data Scientist,CereBulb India Private Limited,"Gandhinagar, Gujarat","Knowledge of data historians, such as the PI server, and experience working with industrial data infrastructure.
Knowledge of MLOps will be added advantage.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/company/CEREBULB-INDIA-PRIVATE-LIMITED/jobs/Data-Scientist-b800291e7a927633?fccid=99af08e928f70c85&vjs=3
"Data Scientist, Local Growth",Data Scientist,Google,"Bengaluru, Karnataka","Use advanced modeling (e.g., MUM or ranking based models) for Machine Learning (ML) based metrics, logs-data for metric tuning, human rater based data, and user…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=00c16098f9e86710&fccid=a5b4499d9e91a5c6&vjs=3
AI Engineer,Data Scientist,TDM Digital Agency -Lucknow,"Lucknow, Uttar Pradesh","Data Management*: Collaborate with data engineers in pre-processing, cleaning, and augmenting data to ensure the highest quality datasets for model training.",EmployerActive 2 days ago,"From ₹35,000 a month",2023-08-30,https://in.indeed.com/rc/clk?jk=32e739797ca36a26&fccid=887741bd8607fe3f&vjs=3
Generative AI Engineer,Data Scientist,TDM Digital Agency -Lucknow,"Lucknow, Uttar Pradesh","Collaboration*: Engage with interdisciplinary teams, including product managers, UX designers, and data scientists, to bring generative solutions from ideation…",EmployerActive 2 days ago,"From ₹35,000 a month",2023-08-30,https://in.indeed.com/rc/clk?jk=ee835866c553e33c&fccid=887741bd8607fe3f&vjs=3
We are Hiring – Data Science / ML Engineer,Data Scientist,Akscellence Info Solutions,"New Delhi, Delhi","Write code and scripts to cleanse data and stage it for purposes of training models.
Be part of teams developing Data Science / ML solutions in the areas of NLP…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=0d824c8a5207bf56&fccid=10f669f326d9d7c3&vjs=3
Data Scientist,Data Scientist,Pinkerton,"Bengaluru, Karnataka","Apply a broad range of techniques and theories from business intelligence, data analysis and visualization, statistics, predictive analytics, and machine…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=ddf07e0cb9b41876&fccid=1fb5c7fd9f769623&vjs=3
"Principal Engineer, Data Science",Data Scientist,Nagarro,Remote,"Company Description We're Nagarro. We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=21e184279a6dd955&fccid=be57e01618911e92&vjs=3
,,,,,,,,
ML Engineer,Data Scientist,Winning Edge,"Bengaluru, Karnataka","Models, and schemes through data science and data analytics prototypes.
Models, and schemes through data science and data analytics prototypes?",EmployerActive 2 days ago,"₹6,00,000 - ₹20,00,000 a year",2023-08-30,https://in.indeed.com/company/Winning-Edge/jobs/Engineer-d32be4f73de17e0b?fccid=d5c4a1f49c103f47&vjs=3
Machine Learning Engineer,Data Scientist,Leegality,Remote in India,"Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture.
Developing ML algorithms to analyze huge volumes of…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=adf04db13c2a339f&fccid=d51ca5e154a2c750&vjs=3
Data Scientist (CPG),Data Scientist,Tredence,India,"Develop custom models based on in-depth understanding of underlying data, data structures, and business problems to ensure deliverables meet client needs.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=427d3e279d6847a8&fccid=d09878b895240545&vjs=3
,,,,,,,,
Senior Machine Learning Engineer,Data Scientist,Attain.ai,Remote in Remote,"You’ll work closely with your team (product designer, developers) daily, take ownership, make calls, and see things through without a lot of oversight.",PostedPosted 30+ days ago,"₹55,000 - ₹75,000 a year",2023-08-30,https://in.indeed.com/company/Attain.ai/jobs/Machine-Learning-Engineer-960e1cedcee6925c?fccid=08ea30bb0e26e0e1&vjs=3
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
Data Scientist,Data Scientist,Cellworks Research India,"Bengaluru, Karnataka","Select appropriate data sets and data representation methods.
Understanding of data structures, data modeling and software architecture.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=9063e0bf485efe9e&fccid=2e2ede894fa69c11&vjs=3
,,,,,,,,
Data Scientist,Data Scientist,Gainwell Technologies LLC,"Remote in Chennai, Tamil Nadu","Build data sets from multiple data sources and write data flows using Python and R, SQL/Spark.
Work closely with senior data scientists and engineers to deploy…",PostedPosted 11 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=b03981fb9935959d&fccid=515bac75241f15a3&vjs=3
Hiring Data Scientist ( DSU ) with a Leading Bank,Data Scientist,Skillventory,"New Delhi, Delhi","From 5 to 10 year(s) of experience.
Deliver on analytical solutions in banking using advanced statistical and mathematical methods, leveraging deep business…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=5db340dca629d184&fccid=63ce320937171b5d&vjs=3
"Scientist, Data Science",Data Scientist,XPO,"Hyderabad, Telangana","Familiarity of core principles of data modeling and data warehousing.
Familiarity of core principles of data modeling and data warehousing.",PostedPosted 25 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=033547f9997c01ad&fccid=518acc75d1476dc2&vjs=3
Data Scientist,Data Scientist,Homesfy Realty,"Thane District, Maharashtra","Present information using data visualization techniques.
Undertake preprocessing of structured and unstructured data.
Combine models through ensemble modeling.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=3d6f2316271bafb5&fccid=b19627f4e755f220&vjs=3
Data Scientist,Data Scientist,Helius Technologies,India,"Work experience must be as a data scientist.
Responsible for developing POCs/projects for customers to demonstrate power of company product(s) & capabilities to…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=bffeed6c1b9c64ee&fccid=b3282c125f18e0c0&vjs=3
Immediate jobs in Machine Learning,Data Scientist,ICS Consultancy Services,"Hyderabad, Telangana+2 locations","Roles and responsibilities for Immediate jobs in Machine Learning.
: Role : Application Designer Role Description : Assist in defining requirements and…",PostedPosted 30+ days ago,"₹10,00,000 - ₹25,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=684a817f3d179090&fccid=b1e0f66da5c9df23&vjs=3
Data Scientist,Data Scientist,Prevalent AI,"Kochi, Kerala"," Experience working with large data sets.
 Implementation of ML problems in big data.
Generality, using data science methods, including:",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=834a34d40d8578ca&fccid=a17c77ae0e200a04&vjs=3
Machine Learning/ AI Engineer,Data Scientist,InfoObjects,"Jaipur, Rajasthan","Experience in data engineering in Big Data systems.
Strong understanding of data structures, software design principles and algorithms.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=492ff18820a2bd64&fccid=97aeac9e13420656&vjs=3
ML Engineer,Data Scientist,SBCS India,"Bengaluru, Karnataka","Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture.
In-depth knowledge of mathematics, statistics, and…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=61c13fee34815a8e&fccid=24293c30ee60aeae&vjs=3
,,,,,,,,
Power BI Data Analytics & Data Scientist,Data Scientist,Emerson,"Pune, Maharashtra","Interacts with global supply teams & supply leadership and efficiently & innovatively manages supply data systems, new project initiatives etc.",PostedPosted 8 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=8f3261c4e16087f0&fccid=c3d73a6fd53e8543&vjs=3
Team Lead - Data Strategy & Analytics,Data Scientist,Cendyn,"Hybrid remote in Gurgaon, Haryana",Produce reporting and perform analysis on hotel website traffic and conversion by funneling in data from various data sources into Google Data Studio/TapClicks.,PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=3a8500e870a8a92f&fccid=904e9483c827415b&vjs=3
Manager - Data Scientist,Data Scientist,Aeries Technology Group,"Mumbai, Maharashtra","Expertise in programming for data wrangling and statistics using Python.
Experience of working on end-to-end data science pipeline: problem scoping, data…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=cdc10e0558b2bbb1&fccid=0cdd67e1391d9490&vjs=3
Machine Learning Engineer,Data Scientist,Tekolutions.ai,"Mumbai, Maharashtra","Understanding of data structures, data modeling, and software architecture.
Transforming data science prototypes and applying appropriate ML algorithms and…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=23df2c464c15a729&fccid=3840510b0b029ee9&vjs=3
Data Scientist,Data Scientist,Optimum Data Analytics,"Pune, Maharashtra",Optimum Data Analytics (ODA) is looking for a data scientist to help drive actionable insights through advanced statistical modelling and machine learning…,PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=a64730807196a3ef&fccid=8fe9619c9af2ac51&vjs=3
Data Science Engineer,Data Scientist,InnoBit Systems,"Noida, Uttar Pradesh","Thorough in data analysis and data validations.
Prepare data for time series analysis and forecasting.
Apply business rules to data to derive features for time…",PostedPosted 30+ days ago,"₹8,00,000 - ₹16,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=61c7d954eceb1079&fccid=c212386f6f07509c&vjs=3
Lead Data Scientist,Data Scientist,Mastercard,"Pune, Maharashtra","Experience leading other data scientists from a technical perspective.
Experience leading large data science projects, with a passion for solving business…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=ba251d6643b4b9ad&fccid=10b5c722d846df43&vjs=3
Senior Data Scientist,Data Scientist,Lendingkart,India,"You will conceptualize enhancements to data warehouse and guide the engineering team on.
Scientist will be responsible for designing and implementing predictive…",PostedPosted 26 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=05adff7a68bdcc9d&fccid=1bed07623fc0071f&vjs=3
Client Technology - Data Science,Data Scientist,EY,"Thiruvananthapuram, Kerala+1 location","Understanding and applying latest data mining techniques.
Designing the data processing pipelines in Cloud ecosystem.
Good knowledge of Machine Learning.",PostedPosted 8 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=b72566d9222a8013&fccid=1544766d4c2915b0&vjs=3
Analyst Development - Data Scientist,Data Scientist,Sun Life,"Gurgaon, Haryana","Strong understanding of advanced data mining techniques, curating, processing and transforming data to produce sound datasets.
5+ years of relevant experience.",PostedPosted 22 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=c95e669b5dc3b6dd&fccid=618943d89d0005a6&vjs=3
Data Science Analytics Specialist - Data Science,Data Scientist,Accenture,"Mumbai, Maharashtra","In the Data Science team, you will manage and analyze data in order to build data driven business insights and high impact data models to generate significant…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=6a2242245773e1b3&fccid=a4e4e2eaf26690c9&vjs=3
,,,,,,,,
Deep Learning Engineer,Data Scientist,Tensor Matics,"Chandigarh, Chandigarh",Collaborate with the data engineering and MLOps teams to streamline the data pipeline and deployment processes.,EmployerActive 2 days ago,"₹4,00,163 - ₹8,00,000 a year",2023-08-30,https://in.indeed.com/company/Labellerr(www.labellerr.com)-by-Tensor-Matics/jobs/Deep-Learning-Engineer-1490097ac39579a9?fccid=faab81dc77f2118d&vjs=3
Junior Data Scientist,Data Scientist,Risk Edge Solutions,"Hyderabad, Telangana","Processing, cleansing, and verifying the integrity of data used for analysis.
Experience with data visualization tools, such as D3.js, GGplot, etc.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=127305f6184506ba&fccid=ff9e5682589566a1&vjs=3
Data Scientist,Data Scientist,Crayon Data,India,"Maya.ai's capability is driven by four “as a Service” components - Data, Recommendation, Customer Experience, and Marketplace - that work individually and…",PostedPosted 9 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=4261b25e7c437b49&fccid=998d49e3026b4101&vjs=3
Senior Data Scientist,Data Scientist,Disney Star,"Mumbai, Maharashtra","Mentor and provide technical guidance to junior data scientists and team members.
Analyze and interpret structured/unstructured data from diverse sources to…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=695fb43db2f63f8c&fccid=b253d35473890bf9&vjs=3
DATA SCIENCE TRAINER,Data Scientist,S INFOZ SOLUTIONS PVT. LTD,"Hyderabad, Telangana","PERSON AS TO TRAIN STUDENTS ON PYTHON AND DATA SCIENCE.
Total work: 3 years (Preferred).
Hyderabad, Telangana: Relocate before starting work (Preferred).",EmployerActive 22 days ago,"From ₹50,000 a month",2023-08-30,https://in.indeed.com/company/S-INFOZ-SOLUTIONS-PVT.-LTD/jobs/Data-Scientist-91ec696a42550486?fccid=f03a73a88d1e031a&vjs=3
SR Data Scientist,Data Scientist,Surya Systems,"Remote in Bengaluru, Karnataka","Experience in applied data science, analytics, data storytelling.
Apply your expertise in quantitative analysis, data mining, and the presentation of data to…",PostedPosted 30+ days ago,"₹36,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=6103851e720933d6&fccid=af1cebb7f11ae180&vjs=3
,,,,,,,,
Director of Data Science,Data Scientist,Deal4loans,"Noida, Uttar Pradesh","Good with numbers: digest numbers/data, analyze it, use this data to make.
Defines the data requirements of the analytic solution.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=4a8580a48476caf2&fccid=ef9b2e9d4576f815&vjs=3
Data Scientist / Sr. Data Scientist,Data Scientist,Claim Genius,"Hyderabad, Telangana","Strong coding skills and fundamentals in data structures, predictive modelling and big data concepts.
For applying as just a data scientist (Junior), the person…",PostedPosted 20 days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=2ed49836c1cd5927&fccid=6e858f9a1b47acba&vjs=3
Machine Learning Engineer,Data Scientist,Tookitaki,Remote,"Strong understanding of data modeling.
Work closely with data scientists, engineers and product managers to deliver the end-to-end product.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=8f933176baee698c&fccid=475adce53f46c3ba&vjs=3
,,,,,,,,
Data Science Intern,Data Scientist,LeadsRank LLP,"Chandigarh, Chandigarh","Ability to work with large data sets using Python.
Have a strong background in Python programming, MySQL, Linux, and Machine Learning.",EmployerActive 5 days ago,"₹8,000 - ₹25,000 a month",2023-08-30,https://in.indeed.com/company/Leads-Rank/jobs/Data-Science-Intern-9c1f3034711fdb1d?fccid=5e793ff3edb3e2da&vjs=3
Data Scientist,Data Scientist,Sea and Beyond,"Mumbai, Maharashtra","Graduation in Data Science / Post Graduation in Analytic Domain.
Should have experience in Machine Learning software engineering projects.",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=1db3b5a9d3572be0&fccid=3bdc2177cd9b3ed2&vjs=3
Senior Data Scientist,Data Scientist,Kmart,India+1 location,"Mine multiple data sets including large data sets through clustering & capture thematic trends.
By using the latest cloud platforms tools, data engineering…",PostedPosted 30+ days ago,,2023-08-30,https://in.indeed.com/rc/clk?jk=c430dba57c3d0f73&fccid=fffc8238af387b00&vjs=3
