,title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
91,Commercial Data Analyst,Data Analyst,"AMETEK, Inc.","Bengaluru, Karnataka","An understanding of the principles of and best practices behind data engineering, data warehousing and data transformation (extract, transform and load).",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2d5d4e065492e230&fccid=212b69108ea3ebdd&vjs=3
92,Advisory-Consulting-Data Analytics-Associate 2-Bangalore,Data Analyst,PwC,"Hebbal, Bengaluru, Karnataka","Handle, manipulate and analyse data and information responsibly.
Invite and give in the moment feedback in a constructive manner.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cfa16884f1eb28e9&fccid=5e964c4afc56b180&vjs=3
93,Associate - eDiscovery Data Analyst,Data Analyst,Morae Global Corporation,"Bengaluru, Karnataka","Should have knowledge on FTP usage and handling data transfers.
An understanding of computer file types.
For example, PST, NSF, System Files etc.",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=55a53ec04a00dfad&fccid=e452a6269839977c&vjs=3
94,Data Service Analyst,Data Analyst,DAZN,"Hyderabad, Telangana","Your role will involve data analysis, reporting, data quality assurance, and continuous improvement of data processes.",PostedPosted 29 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=9ba13478ad2c36fd&fccid=6575d54d1d37e3b7&vjs=3
95,Data Analyst,Data Analyst,RDAlabs,Remote,"Ability to interpret data requests into actionable tasks for deliverables.
Uncover patterns in data that could help improve current processes.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d210959d497094bb&fccid=d004bbf80933b437&vjs=3
96,Reference Data Analyst,Data Analyst,Deutsche Bank,"Bengaluru, Karnataka",Reference Data Analyst Job ID: R0257698 Full/Part-Time: Full-time Regular/Temporary: Regular Listed: 2023-07-07 Location: Bangalore Our values define the…,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=0a2cccc6ccab2cc2&fccid=f1d8e147024abb3f&vjs=3
97,"Analyst, Data",Data Analyst,GXO Logistics,"Mumbai, Maharashtra","Design and implement data models in Hadoop.
Define business problems, identify solutions, provide analysis and insights from the client’s data.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b77122b039a94dfe&fccid=66530c16c7ccb793&vjs=3
98,Business Analyst,Data Analyst,HealthArc,Remote in Remote,"Proficiency in business analysis techniques and methodologies such as requirement gathering, process modeling, use case analysis and data modeling.",EmployerActive 2 days ago,"₹12,00,000 - ₹20,00,000 a year",2023-08-30,https://in.indeed.com/company/HealthArc/jobs/Business-Analyst-96fa007a96e0cff3?fccid=97ba301bfa05f19d&vjs=3
99,Data Analyst,Data Analyst,Think Future Technologies,"Remote in Gurgaon, Haryana","2+ years of experience utilizing K-12 education data.
Experience using APIs to extract data from applications in JSON, CSV, and other formats.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f40455639bd3ed51&fccid=a88c8ff1ae4539d3&vjs=3
100,BI Analyst,Data Analyst,Wipro Limited,"Chennai, Tamil Nadu","Comprehensive knowledge of data design, data modeling, data management, and data visualization.
Analyze data and present data through reports that aid decision…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a8b29e4bed923916&fccid=8d25321c1defe73f&vjs=3
101,Data Analyst - Consumer Analytics,Data Analyst,Lilly,"Bengaluru, Karnataka","Perform detailed analysis of Media, Marketing, Search Engine and Social Ad server’s data sources for to define cleansing rules for data quality and modelling.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e856c647765539ba&fccid=ac8d156b339793e6&vjs=3
102,Financial Analyst - II (R-17414),Data Analyst,Rackspace,Remote,"Evaluate profitability and margins for customers through objective and data-driven analysis.
Ability to dig into details as well as analyze data from a high…",PostedPosted 19 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=beb937688e37db7e&fccid=b60c9324aeb7df96&vjs=3
103,Data Analyst - Senior Associate-P&T,Data Analyst,PwC,"Bengaluru, Karnataka","Defining data quality remediation efforts;
Experience developing ETL pseudocode to be used by data engineers to integrate data sources to target systems.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2088dd698706bbd5&fccid=5e964c4afc56b180&vjs=3
104,Data Analyst,Data Analyst,Micron,Gujarat,"3+ years of experience as a data analyst or similar role.
Work with the Snowflake cloud data platform to store, query, and analyze data.",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=233d59b0479f4e44&fccid=be240c643a8631c5&vjs=3
105,Data Analyst/Power BI Reporting,Data Analyst,Simplex Services,India,"Connecting data sources, importing data, and transforming data for Business intelligence.
Prior experience in data-related tasks.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cfb48c9a51b7f90f&fccid=17d8a95ace475590&vjs=3
106,Senior Data & BI Analyst,Data Analyst,Luxoft,Remote,Lead collaboration with IDM for data improvements and proactively identify data enhancements in conjunction with division data stewards.,PostedPosted 26 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cbeb0cecdd5d132d&fccid=4b841d912d46e4fd&vjs=3
107,IT Business Analyst,Data Analyst,PROVIS TECHNOLOGIES PRIVATE LIMITED,"Jaipur, Rajasthan","Quickly understands the business issues and data challenges of the client's organization and industry.
Publishing documentation in the format required for…",EmployerActive 2 days ago,"₹45,000 - ₹80,000 a month",2023-08-30,https://in.indeed.com/company/Provis-Technologies-Private-Limited/jobs/IT-Analyst-625c12eb440997f3?fccid=d9793d06a7e7a49e&vjs=3
108,Data Analyst,Data Analyst,altbalaji,"Mumbai, Maharashtra",Department: AnalyticsQualification: BTech/BSc IT Reports to: VP Technology Skills : SQL + Tableau + R 2 to 5 years of experience in the Analytics industry.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=276e8768634cfce1&fccid=74720b6d3b89dc9f&vjs=3
109,MARKET DATA ANALYST,Data Analyst,Hyatt India Consultancy Private Limited,"Delhi, Delhi","Business Intelligence - The data analyst should be able to use data to identify opportunities to optimize operations and improve financial performance, as well…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=166b15fc87dd0c1a&fccid=bcca2a9c11f78df3&vjs=3
110,Data Visualization BI Specialist,Data Analyst,Dupont,"Hyderabad, Telangana","Excellent experience in developing dashboards with Power BI direct and import connections using SAP BW , SAP HANA , SharePoint , Planview ,SQL and other data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8bba1351fb702aee&fccid=76bce720eab9a7b0&vjs=3
111,Data Informatics Analyst,Data Analyst,NTT Ltd.,"Bengaluru, Karnataka","Integrates data from multiple sources to produce requested or required data elements.
Integrate data from multiple sources to produce requested or required data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2c8261b26c776f38&fccid=d2b4955d8558b4c0&vjs=3
112,Data Analyst,Data Analyst,Nineleaps Technology Solutions Pvt Ltd,"Bengaluru, Karnataka",We are looking for skilled Data Analysts who can analyze data and derive data insights to assist organizations in making decisions.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5de9871ffad93ab9&fccid=8151c3b621ef938b&vjs=3
113,Data Analyst,Data Analyst,Techculture Solutions Pvt. Ltd.,"Noida, Uttar Pradesh","7 Extracting data from primary and secondary sources and removing corrupted data.
1 *Ability to gather, view, and analyse data.
3 Knowledge of Python, SQL .",EmployerActive 2 days ago,"₹25,000 - ₹35,000 a month",2023-08-30,https://in.indeed.com/company/Techculture-Solutions-Pvt.-Ltd./jobs/Data-Analyst-1acd346f2cc9c569?fccid=fd2951ed72aed80a&vjs=3
114,BI- Data Analytics,Data Analyst,Cybage,"Pune, Maharashtra","Good hands on experience on Power BI and SQL Development.
Good Knowledge of ETL Process.
Exposure to Big Data technologies is an advantage.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=17bbcd10458aebe6&fccid=6a24090dc97c36b2&vjs=3
115,Data Analyst,Data Analyst,AgilizTech Software Services,"Bengaluru, Karnataka","Adept at queries, report writing and presentation findings.
Strong analytical and problem-solving skills.
Strong in writing Complex SQL queries.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=325662224704d6fe&fccid=d5b857be93ae2f20&vjs=3
116,MIS & Data Analytics,Data Analyst,Sourcetal Hiretech,"Bengaluru, Karnataka","Interpret data, formulate reports and make recommendations.
Generate and distribute management reports in an accurate and timely manner.",EmployerActive 7 days ago,"₹5,00,000 - ₹6,00,000 a year",2023-08-30,https://in.indeed.com/company/Sourcetal-Hiretech/jobs/Mis-&-Data-Analytics-285d4d6247cc4038?fccid=28906b226a442b3c&vjs=3
117,Data Analyst cum Python,Data Analyst,iSageBrum Technologies Pvt Ltd,"Ahmedabad, Gujarat","Experience with SSIS and Business Objects Data Services; data governance, master data management, data cleansing, Slowly Changing Dimensions, Change Data…",EmployerActive 22 days ago,"₹10,000 - ₹50,000 a month",2023-08-30,https://in.indeed.com/company/iSageBrum-Technologies-Pvt-Ltd/jobs/Data-Analyst-66fc31bb0fa76c89?fccid=64bf0d209151dd93&vjs=3
118,Data Analytics Specialist,Data Analyst,BT Group,"Bengaluru, Karnataka","Understanding of data modeling, data integration, and data architecture concepts is a plus.
Implement data quality processes and standards to ensure data…",PostedPosted 23 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2d60117e1b7d1342&fccid=72713e5b1ba0ef22&vjs=3
119,Data Analyst,Data Analyst,Kloud9,India,"Serve as a liaison between product, engineering & data consumers by analyzing the data, finding gaps and help drive roadmap.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b062d1e741280e04&fccid=6af78bc3d935b5f2&vjs=3
120,Data Analytics,Data Analyst,Long Shot Jobs,"Mumbai, Maharashtra","Working knowledge of data visualization tools like Tableau, Microsoft BI, QlikView, etc.
Working knowledge of data analysis tools like Python, Knime, Altryx,…",EmployerActive 2 days ago,?,2023-08-30,https://in.indeed.com/company/Long-Shot-Jobs/jobs/Data-Analytics-45f79e8f01e74ba1?fccid=0fa50a50c0823c8e&vjs=3
121,Data Analyst,Data Analyst,Eccentric,Remote,Ensure 100% data adherence for every release by working with quality assurance and providing recommendations for the commissioning and decommissioning of data…,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2b89a6e2001f9e97&fccid=0e896a10b526481d&vjs=3
122,Data Analyst,Data Analyst,Siemens,"Bengaluru, Karnataka+1 location","Ability to use the co-ordinates data to create Maps.
End-to-end experience in designing and deploying data visualizations using Tableau Desktop and Tableau…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=0914e435b7ee54d0&fccid=ea6bb53f0b18b8f2&vjs=3
123,Data Analyst,Data Analyst,Sears Holdings India,Remote in India,"3 - 5 years of experience in hands-on business analysis, modelling and segmentation and data mining using large volumes of granular data to deliver analytical…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=477732f904bf48e1&fccid=4f98849be543a8d8&vjs=3
124,Data Analyst - Controls,Data Analyst,JPMorgan Chase & Co,"Mumbai, Maharashtra","Build familiarity with the underlying data sources and applicable regulations, JPMorgan Chase policies and standards, and Data & Analytics processes that…",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b1ac26711c4f655a&fccid=c46d0116f6e69eae&vjs=3
125,"Specialist, Data analytics",Data Analyst,Food Memories,"Delhi, Delhi","Acquire data from primary or secondary data sources and maintain databases/data systems and identify, analyze, and interpret trends or patterns.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8477e8f080bb335e&fccid=768a7255a2638522&vjs=3
126,Data Analyst,Data Analyst,IntouchCX,"Hyderabad, Telangana","Proven working experience as a data analyst or business data analyst.
Acquire data from primary or secondary data sources and maintain databases/data systems.",EmployerActive 14 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3245c9321d347c13&fccid=fbae7417d297d44a&vjs=3
127,Data Analyst - Cloud Effectiveness,Data Analyst,LSEG (London Stock Exchange Group),"Bengaluru, Karnataka","Standardises raw data in accordance with defined processes to ensure data quality is delivered efficiently.
Executes key aspects of the data control framework…",PostedPosted 27 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=1d3ae8b648d606e2&fccid=2d181105260f6454&vjs=3
128,Data Analyst,Data Analyst,Rawalwasia Group,"Surat, Gujarat","Transform raw data into organized and insightful spreadsheets.
Analyze data and provide insights using Google Sheets and other related tools.",EmployerActive 2 days ago,"₹20,000 - ₹35,000 a month",2023-08-30,https://in.indeed.com/company/Rawalwaisa-Textile-Industries-Pvt.-Ltd-(Surat)/jobs/Data-Analyst-e162d9c865612e79?fccid=dfe18e2914a7e624&vjs=3
129,Data Analyst Associate - SAS & SQL,Data Analyst,JPMorgan Chase & Co,"Bengaluru, Karnataka","The team encompasses a variety of disciplines from data governance and strategy to reporting, data science and machine learning.",PostedPosted 26 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8a6f9a4d9612f995&fccid=c46d0116f6e69eae&vjs=3
130,Data Analyst (Power BI),Data Analyst,Helius Technologies,India,"Connect to data sources, importing data and transforming data for Business Intelligence.
Experience in Tabular Model creation & data visualizations.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=737de641704b8882&fccid=b3282c125f18e0c0&vjs=3
131,Data Analyst X3,Data Analyst,Bradken,"Coimbatore, Tamil Nadu","Sound understanding of data structures, data modelling, and data optimisation technique.
Extensive experience working with Power BI, creating data models and…",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a80a21b03fbd8aa2&fccid=5a5c7ab4055874e6&vjs=3
132,Principal Data Analyst (Remote),Data Analyst,A5 Labs,Remote,"Provide guidance and mentorship to the junior analyst in a formal and/or informal manner.
Exhibit proficiency in data visualization techniques and experience…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5579747d0d174da2&fccid=9dda6030fc8fb226&vjs=3
133,Data Analyst,Data Analyst,Agrovikas Agritech Pvt Ltd,"Gandhinagar, Gujarat","Experience with real data in any domain.
Experience in data visualization and presentation.
Innovative and strong analytical and algorithmic problem solvers.",EmployerActive 2 days ago,"₹20,000 - ₹30,000 a month",2023-08-30,https://in.indeed.com/company/Sytip-Technologies/jobs/Data-Analyst-946dc8f0f2512f36?fccid=4b5b741bf3122f71&vjs=3
134,Marketing Business Analyst,Data Analyst,Codvo.ai,Remote,"Work closely with cross-functional teams including marketing, data science, and IT to align data strategies with business goals.",PostedPosted 9 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3e19e184574ad40f&fccid=9efc09e838c49044&vjs=3
135,Product Support Analyst,Data Analyst,Xogene Services LLC,Remote,"The support analyst will keep the team informed of user impact during software incidents.
Our four unique technology solutions offer different ways to…",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=44dded4aad59d8ca&fccid=1470b0a1e1a284a0&vjs=3
136,BUSINESS ANALYST,Data Analyst,Symentix Technologies Private Limited,"Remote in Delhi, Delhi","Proficient in business analysis tools and techniques, such as process modeling, data flow diagrams, and use case development.",EmployerActive 2 days ago,"₹20,000 - ₹25,000 a month",2023-08-30,https://in.indeed.com/company/Symentix-Technologies-Private-Limited/jobs/Business-Analyst-eae2d4553837846b?fccid=8b79104f26e945bd&vjs=3
137,Associate Quality Assurance Analyst,Data Analyst,Pivotree,+2 locationsRemote,"Retrieving, reviewing and analyzing data.
The QA analyst will communicate test status with the Project Manager and/or customers will work closely.",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=ddb966d352c3b606&fccid=33acc38b1b0a2060&vjs=3
138,Data Analyst,Data Analyst,Decision Tree,"Gurgaon, Haryana","Perform data research, analysis, and logical data modeling to validate and document the usage of business data artifacts.
Identify and analyze target segments.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=623c6080f7c30a72&fccid=71cee6dec7f0dacb&vjs=3
139,Data Analyst,Data Analyst,Phenom People,"Hyderabad, Telangana","Strong experience in extracting and reporting data using complex queries.
Proficiency in using statistical methods to derive meaningful conclusions from data.",PostedPosted 26 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2d4dd2e364efeec1&fccid=6e6feb63557036b5&vjs=3
140,Data Analyst,Data Analyst,Anion Healthcare BPO,India,"Perform complex data analysis in support of ad-hoc and standing customer requests.
Write excel and SQL programs to analyze and extract valuable information from…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=37da52a22bc938cd&fccid=65c407ccacf8eae7&vjs=3
141,Know Your Customer - Client Data Analyst,Data Analyst,JPMorgan Chase & Co,"Bengaluru, Karnataka+1 location","Review of confidential client data via publically available and internal sources.
Strong research, analytical and comprehension skills, with ability to analyze…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f6547780f9d84fff&fccid=c46d0116f6e69eae&vjs=3
142,Data Analyst,Data Analyst,"Allyn International Services, Inc.","Bengaluru, Karnataka","Join us and expand your data analysis knowledge!
Support departments and project teams with various data analysis tasks and requirements.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=178d6cbba5a8e683&fccid=b40b34ba33d8bd65&vjs=3
143,Analyst - Business Insights,Data Analyst,EY,India,"A passion for doing business research and analysis.
Excellent verbal and written communication skills.
A good understanding of business and financial concepts.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=00102f3186eee24f&fccid=1544766d4c2915b0&vjs=3
144,Senior Data/Analytics Engineer,Data Analyst,5x Data,Remote,"5x consolidates data vendors into a single platform allowing for provisioning, configuration, management tooling, billing & education allowing companies to…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a651e7a2a5cae68c&fccid=7ce4c0251d384d31&vjs=3
145,Associate-Data Analytics,Data Analyst,Deutsche Bank,"Jaipur, Rajasthan","As a Data Scientist, your experience and expertise will be key in building and refining optimal data sourcing processes, maintaining a data provisioning service…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=4ebeec39f1c5cd88&fccid=f1d8e147024abb3f&vjs=3
146,Requirement for Data Analyst,Data Analyst,Cantaloupe,"Goa, Goa","We are pleased to inform having requirement for Data Analyst.
Excellent communication and presentation skills.
Total work: 5 years (Required).",EmployerActive 2 days ago,?,2023-08-30,https://in.indeed.com/company/Cantaloupe/jobs/Data-Analyst-f747383acb1e0240?fccid=8b14b5f44734a305&vjs=3
147,Product Analyst,Data Analyst,Zeomega,"Bengaluru, Karnataka","Respond to RFPs and support sales teams with demos, ensure that demo instances are updated with required demo use cases and demo data.",EmployerActive 14 days ago,"₹8,00,000 - ₹14,00,000 a year",2023-08-30,https://in.indeed.com/company/ZeOmega/jobs/Product-Analyst-467335b872194864?fccid=d5c8c2b90a5fe211&vjs=3
148,Reference Data – Analyst,Data Analyst,JPMorgan Chase & Co,"Bengaluru, Karnataka+1 location","Conduct significant data mining and analysis to support recommendations and necessary action items.
Create and execute SQL queries to pinpoint workflow issues,…",PostedPosted 18 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e7677b4b24249d20&fccid=c46d0116f6e69eae&vjs=3
149,Intern Software Business Analyst,Data Analyst,Igsrs,Remote in Remote,"Understanding the client's needs and objectives. ●.
Testing / help test the new requirements to ensure it meets the client's objectives.",EmployerActive 23 days ago,"₹6,500 - ₹8,000 a month",2023-08-30,https://in.indeed.com/company/Igsrs/jobs/Software-Analyst-ef5d021ff2749994?fccid=1868b68c89baec99&vjs=3
150,Data Analyst,Data Analyst,Q-Dat IT Solutions,"Rajajinagar, Bengaluru, Karnataka","Graduate in the analytical fields with strong academic credentials.
Should have worked on excel and advance excel, MS Office.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=bde55d3608b97224&fccid=c4c1611523182324&vjs=3
151,BI Analyst,Data Analyst,Kosha Technohub,"Mysore, Karnataka","Design BI/BW data models, data store objects, and information stores to sustain current and future needs.
Design/Develop custom data sources based on business…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=6e25048fee408175&fccid=e8b6721768bf4c1b&vjs=3
152,Businees Analyst (IT SAAS Based Experience),Data Analyst,RChilli Inc.,Remote,"Data visualization and data analysis experience not required but preferred.
Strong analytical and problem-solving skills , with the ability to gather and…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=266715e60442a4f0&fccid=c7418e543a7e7dd3&vjs=3
153,MSBISS_Power BI,Data Analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Theobald – a connector that allows Microsoft to extract data from SAP.
Theobald – a connector that allows Microsoft to extract data from SAP.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a84aa5fca46749b7&fccid=9ab138c02aaca829&vjs=3
154,Data Science Analytics,Data Analyst,Diverse Infotech,"Gurgaon, Haryana",Data Science Analytics Diverse Infotech Pvt. Ltd. - Gurgaon Required Experience - 2+…,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=730378b4ee8f471f&fccid=8545d130125b69ed&vjs=3
155,HR Analyst,Data Analyst,Jitkarv Pvt Ltd.,"Delhi, Delhi","Strong experience in interpreting, manipulating and reading the data sets.
Someone who can really understand the raw data and come up with the right set of…",PostedPosted 13 days ago,"₹5,00,000 - ₹8,00,000 a year",2023-08-30,https://in.indeed.com/company/JITKARV-Pvt-Ltd./jobs/Human-Resources-Specialist-59746605e342cc12?fccid=26be4060c286f233&vjs=3
156,Data Analytics Trainer,Data Analyst,Vintage Solution,"Pune, Maharashtra","Innovative and strong analytical and algorithmic problem solvers.
Experience with statistical analysis tools (e.g. R, SAS).
Familiar with BI tools like tableau.",PostedPosted 11 days ago,"���8,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/Vintage-Solution/jobs/Trainer-50a38a5be00fd7b5?fccid=efa2a4438f95e700&vjs=3
157,Data Analyst,Data Analyst,Skeps,"Gurgaon, Haryana","Ensure data quality by maintaining and updating the data extraction pipeline as required.
Experience in database design development, data models, techniques for…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=642370483ae43f20&fccid=ca7e74e89716a333&vjs=3
158,Analyst - CMG - Technology CoE – Data Integration,Data Analyst,Deloitte,"Hyderabad, Telangana","Experience with bulk data processing using reports/queries, uploads using data import tools.
Help maintain cross reference data in applications.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=6211bf446792bad6&fccid=9e215d88a6b33622&vjs=3
159,Power BI Developer,Data Analyst,True Data Software,Remote,"Perform data modeling and develop data connections, transformations, and calculations to ensure accurate and meaningful representation of data.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=6739cf329a7702fd&fccid=905889db10428b23&vjs=3
160,Data Analytics,Data Analyst,s&S services,"Noida, Uttar Pradesh",Total work: 1 year (Preferred).,PostedPosted 30+ days ago,"₹50,000 - ₹70,000 a month",2023-08-30,https://in.indeed.com/company/S&S-Services/jobs/Data-Analytics-a8f781de865d9fd9?fccid=4a03ba1a9abb749c&vjs=3
161,"Associate - Data Analytics (SQL, Alteryx and Python)",Data Analyst,JPMorgan Chase & Co,"Bengaluru, Karnataka","Should be able to work directly with data owners/custodians and contribute in building analytics data hub.
You will also leverage enterprise data to develop the…",PostedPosted 21 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a380c6acdb186c67&fccid=c46d0116f6e69eae&vjs=3
162,Fraud & Risk Data Analytics Lead,Data Analyst,Careers at Tide,"Remote in Gurgaon, Haryana+2 locations","You have proficiency in using data analysis tools like SQL/ Python and data visualisation tools like tableau,looker etc.",PostedPosted 8 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=591ec8b2526cc8f9&fccid=a8ce136a1b08c90d&vjs=3
163,Data Engineer (Data Analytics),Data Analyst,Mantras2Success consultants,"Hyderabad, Telangana","Combine raw data from multiple data sources.
Collaborate with analysts to create and maintain data marts.
Create and maintain data pipelines.",PostedPosted 30+ days ago,"₹15,00,000 - ₹18,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=0bcdfe3bc59dfd74&fccid=ceef42c635638fb6&vjs=3
164,Data Visualization Analyst,Data Analyst,Winning Edge,"Bengaluru, Karnataka"," +5 years of Data Analysis, Modelling and Visualization are essential.
 Strong Business Acumen is essential as the Roles Involves Collaborating with Business…",EmployerActive 21 days ago,"₹20,00,000 - ₹27,00,000 a year",2023-08-30,https://in.indeed.com/company/Winning-Edge/jobs/Data-Analyst-97cafc3db19b29fa?fccid=d5c4a1f49c103f47&vjs=3
165,Data Analyst,Data Analyst,Everest Fleet Pvt Ltd,"Nerkunram, Tamil Nadu+1 location","Developing and maintaining databases, andJob data systems – reorganising data in a readable format .
Performing analysis to assess the quality and meaning of…",EmployerActive 2 days ago,"₹30,000 - ₹40,000 a month",2023-08-30,https://in.indeed.com/company/Everest-Fleet-Pvt-Ltd/jobs/Data-Analyst-0580e1f4929a3aed?fccid=4bbef71c35d1ba9c&vjs=3
166,Advisory-Consulting-Data Analytics-Associate 2-Kolkata,Data Analyst,PwC,"Kolkata, West Bengal","Handle, manipulate and analyse data and information responsibly.
Invite and give in the moment feedback in a constructive manner.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=fe6d6a6a609aa1cd&fccid=5e964c4afc56b180&vjs=3
167,Data Analyst-Tech,Data Analyst,Chqbook,"Gurgaon, Haryana","Compile and analyze data related to business' issues.
Develop clear visualizations to convey complicated data in a straightforward fashion.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=77a0b319d4dbb7b7&fccid=4a2c6f45ac7bb5e9&vjs=3
168,Data Analyst,Data Analyst,YuktaMedia,"Pune, Maharashtra","1] Hands-on experience working on stored procedures, functions, cursors, etc.
2] Hands-on experience working on creating indexes, triggers, SQL sub-queries.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=4f8ec175a326d36e&fccid=0c2ae602e992462d&vjs=3
169,Customer Data & Insights Analyst,Data Analyst,Stats Perform,India,"Insights Generation: Apply sophisticated data analysis techniques, including machine learning and predictive modelling, to derive valuable insights from…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cbae2fed9a80106a&fccid=739e8ef093113128&vjs=3
170,Business Analyst - Cost Analysis,Data Analyst,Genpact,"Bengaluru, Karnataka","Supports on various ad hoc projects and data requirements.
Work with client directly on large set of data.
The analyst should help business to identify areas of…",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=94de4bc706d3bec9&fccid=afe30394bfba1470&vjs=3
171,Data Analyst(Tableau Developer),Data Analyst,Marktine Technology Solutions,Remote,"At least 3+ years of data analytics experience with a professional services firm, an internal strategy/analytics group, or similar environment At least 3+ years…",PostedPosted 30+ days ago,"₹20,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=05e8b592042847f9&fccid=4d1ce2b52f6f8920&vjs=3
172,Data Analyst,Data Analyst,Magic Infomedia,"Delhi, Delhi","Job Types: Full-time, Permanent.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=83b315aec03bf359&fccid=d1a37fc3647f4ed4&vjs=3
