,title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
12,Data Analyst,Data Analyst,Rudrateck Solution,"Remote in Delhi, Delhi","Developing and maintaining databases and data systems- reorganising data in readable format.
Working with Programmers, Engineers and management heads to assist…",EmployerActive 6 days ago,"Up to ₹8,00,000 a year",2023-08-30,https://in.indeed.com/company/Rudrateck-Solution/jobs/Data-Analyst-6bbf890e2881f590?fccid=807b8153d9bcdc37&vjs=3
13,Data Analytics Faculty,Data Analyst,Miracle Information Services Private Limited,"Bhopal, Madhya Pradesh","Python, *Big Data Analytics, Power Bi, Artificial Intelligence, Tableau, Machine Learning, Data Science, Data Analysis, *Data…",EmployerActive 2 days ago,"₹20,000 - ₹45,000 a month",2023-08-30,https://in.indeed.com/company/Miracle-Information-Services-Private-Limited/jobs/Faculty-5b7ce1bdb88556f1?fccid=cda15f8332b08274&vjs=3
14,Statistics -Data Analyst,Data Analyst,Algowire Trading Technologies pvt .ltd,"Noida, Uttar Pradesh","Strong mathematical abilities, including linear algebra, calculus, probability.
Expertise in applied and theoretical statistics.
Total work: 1 year (Preferred).",EmployerActive 11 days ago,"₹3,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/Algowire-Trading-Technologies-pvt-.ltd/jobs/Statistical-Analyst-2f152bce1149ac4b?fccid=049bd812c775b78c&vjs=3
15,Data Analyst,Data Analyst,Kanakia Spaces Reality Pvt.Ltd.,"Mumbai, Maharashtra","Providing technical expertise in data storage structures, data mining, and data cleansing.
Provide quality assurance of imported data, working with quality…",EmployerActive 7 days ago,"₹40,000 - ₹50,000 a month",2023-08-30,https://in.indeed.com/company/Kanakia-Spaces-Reality-Pvt.Ltd./jobs/Data-Analyst-b74017487178e4a9?fccid=a325340e074f987b&vjs=3
16,Data Analyst,Data Analyst,Liventus,Remote,"Coordinate development of test data, system testing, and documentation for all phases of our data migration processes (ETL).",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=92353f50c007cad3&fccid=9b2b8770d24effb2&vjs=3
17,Data Analyst,Data Analyst,Larsen & Toubro Limited,"Chennai, Tamil Nadu","Understanding data and metadata standards.
A Data Analyst is a professional who collects and analyzes data across the business to make.",PostedPosted 30+ days ago,"₹6,00,000 - ₹7,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=07560248dcd3d99f&fccid=4ed03476a1620afb&vjs=3
18,Business Analyst,Data Analyst,Recro,"Bengaluru, Karnataka","Experience in analytics/data science or related field.
Hands-on experience on data manipulation tools like SQL, R, Python, Excel etc.",EmployerActive 7 days ago,"₹4,13,524 - ₹11,95,696 a year",2023-08-30,https://in.indeed.com/company/Recro/jobs/Business-Analyst-c444ccd1867ecb0e?fccid=23a3a6663a613b8d&vjs=3
19,Data Analyst,Data Analyst,Strivik Business Solutions Private Limited,"Mumbai, Maharashtra","The research analyst's responsibilities include researching, collecting, analyzing, and interpreting data, and using the data to guide the business's decision…",EmployerActive 22 days ago,"₹2,22,961 - ₹5,00,000 a year",2023-08-30,https://in.indeed.com/company/STRIVIK-BUSINESS-SOLUTIONS-PRIVATE-LIMITED/jobs/Data-Analyst-f3ac1e6587125140?fccid=dbfb4a23e3caaef5&vjs=3
20,Risk Advisory Data Analytics Analyst,Data Analyst,KPMG,"Bengaluru, Karnataka+1 location","Btech/BCA, holding 0-1 years of Post Qualification experience.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cd526e4464065cc0&fccid=2dd390c3a48a7ed0&vjs=3
21,Research Data Analyst`,Data Analyst,FossGen Technologies Pvt.ltd,"Remote in Pune, Maharashtra","5+ years’ experience in a research, analyst and/or market intelligence environment Advanced technical writing skills and demonstrated data analysis experience…",EmployerActive 2 days ago,"₹8,00,000 - ₹10,00,000 a year",2023-08-30,https://in.indeed.com/company/FossGen-Technologies-Pvt.ltd/jobs/Data-Analyst-38d4761cc9849a6b?fccid=6d323dd4fc6343bc&vjs=3
22,Data Analyst,Data Analyst,Moody's,"Gurgaon, Haryana+1 location","Knowledgeable in data modeling techniques.
She/he will leverage analytical tools to analyze, interpret and visualize data, thereby enabling informed decision…",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5df0923a5fd91ad1&fccid=28eefc5b86560831&vjs=3
23,Junior Data Analyst,Data Analyst,Aptroid Consulting,"Hyderabad, Telangana","Should be able to manage big volume of data.
Knowledge on providing deep insights and develop predictive models as part of CRM/Marketing Analytics.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=976fcea77be34d62&fccid=5280b06db605daf0&vjs=3
24,Business Analyst - Product,Data Analyst,BuzzBoard,Remote,"Experience in analyzing data to draw business-relevant conclusions and in data visualization techniques and tools.
Experience in Product roles is preferred.",PostedPosted 19 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=890c4ab785a3f309&fccid=86228da7e23c73a2&vjs=3
25,"Senior Engineer, Data Analytics",Data Analyst,Nagarro,Remote,"Company Description We're Nagarro. We are a digital product engineering company that is scaling in a big way! We build products, services, and experiences…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=19bb28ed4eddfc08&fccid=be57e01618911e92&vjs=3
26,Data analytics BI Team Lead,Data Analyst,BMB Group,Remote,"Previous work experience ( + 5 years) as a senior data analyst.
Demonstrated experience in handling large data sets and relational databases.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=66e3aad10b9a2493&fccid=e37b6fd38b53f21b&vjs=3
27,Data Analyst,Data Analyst,Baazi Games,"Delhi, Delhi","Strong proficiency in SQL and data querying.
Solid understanding of data analysis techniques and methodologies.
Everything since then has been about our users.",PostedPosted 28 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f36d502b716fbcf9&fccid=1179bcbe0da672b3&vjs=3
28,Data Analysts,Data Analyst,Kudos India,India,"Oversee development of data definitions, helping to analyze data sets for data anomalies and/ or to verify data quality and content, and producing data quality…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=9c46fd8154ecbafa&fccid=2768b1c7490a2f15&vjs=3
29,Data Analyst - Associate Data Analyst / Data Analyst,Data Analyst,Information Services Group,"Bengaluru, Karnataka","Analyze the data and generate all possible insights from the data.
Teamwork: Ability to work collaboratively with cross-functional teams, including data…",PostedPosted 14 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3a26be94d23fdfc0&fccid=ecbcf39e93faeaff&vjs=3
30,Data Analyst - Analytics Solutions,Data Analyst,JPMorgan Chase & Co,"Hyderabad, Telangana","Ethical Considerations: As a data analyst in the KYC space, you will handle sensitive customer information.
Process Improvement: As an experienced data analyst,…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=22bd9f7776ae56e4&fccid=c46d0116f6e69eae&vjs=3
31,Data Analytics,Data Analyst,EY,"Kochi, Kerala","Perform data extraction from Client environment, perform data wrangling, data profiling and data synthesis.
Good experience in handling big volume of data.",PostedPosted 13 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=1d03d97dc363d46c&fccid=1544766d4c2915b0&vjs=3
32,Data Analyst,Data Analyst,Infosys,"Bengaluru, Karnataka+1 location","A day in the life of an Infoscion • Analyzing user requirements, envisioning system features and functionality.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=6bf2509366a0a7a4&fccid=c67533a523c83a4c&vjs=3
33,Data & BI Analyst,Data Analyst,Luxoft,Remote,"Build and maintain a working knowledge of data sets available to the analyst.
Ability to use tools to access and transform data.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f7fb90d71eba7567&fccid=4b841d912d46e4fd&vjs=3
34,Data Analyst,Data Analyst,BNC,"Pune, Maharashtra","Collaborate with data engineers and architects to design and implement efficient data pipelines in the Databricks platform.
Master's degree is a plus.",EmployerActive 2 days ago,"₹18,00,000 - ₹25,00,000 a year",2023-08-30,https://in.indeed.com/company/BNC/jobs/Data-Analyst-51ece583d928146e?fccid=8854cdd8c5a16803&vjs=3
35,Data Analyst,Data Analyst,Legalwiz,India,"Present information using different data visualization techniques.
Highly proficient using statistical computer languages (R, Python, SLQ, etc.) to manipulate…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=9f24ef70fee125eb&fccid=68386573afc21341&vjs=3
36,Data Analyst,Data Analyst,The White Willow,"Vadodara, Gujarat","Ensure data integrity and accuracy by implementing data validation and quality assurance processes.
Commissioning and decommissioning of data sets.",EmployerActive 1 day ago,?,2023-08-30,https://in.indeed.com/company/the-white-willow/jobs/Data-Analyst-a680714a2d5d8286?fccid=995309bc057855cf&vjs=3
37,Data Analyst,Data Analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Education: Masters/Bachelors in Computers/Electrical / Electronics or Equivalent engineering –.
Strong programming skills in Python.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2e7066db830162aa&fccid=9ab138c02aaca829&vjs=3
38,Analyst - Data Science,Data Analyst,Merilytics,"Hyderabad, Telangana","Familiarity with algorithms in recommendation systems, NLP or big data frame-works such as Hadoop/Spark is a bonus.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=97a3d806e7774a8d&fccid=1b874eee11ca2bd7&vjs=3
39,Data Analyst,Data Analyst,Nielsen,"Remote in Mumbai, Maharashtra","Utilize multiple tools to implement modular code and refine data queries from multiple databases, data warehouses, data lakes to perform data analysis, data…",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=74d91f519bb4513b&fccid=683f563b5cc25b70&vjs=3
40,Data Analytics - Power BI Specialist,Data Analyst,AceNgage Infoservices,"Remote in Bengaluru, Karnataka"," Background in data warehouse design (e.g. dimensional modeling) and data mining.
 Maintain and support data analytics platforms.",EmployerActive 2 days ago,"₹4,50,000 - ₹14,50,000 a year",2023-08-30,https://in.indeed.com/company/Acengage-Infoservices/jobs/Data-Specialist-8bea3067cba6565e?fccid=78d4a3036c4a7df4&vjs=3
41,Data Analyst Intern,Data Analyst,Mediaqart Technologies pvt ltd,"Lower Parel, Mumbai, Maharashtra","Experience in data visualisation tools like Google Studio, MS POWER BI.
Perform analytics tasks, including but not limited to customer profiling, segmentation…",EmployerActive 7 days ago,"₹10,000 a month",2023-08-30,https://in.indeed.com/company/Mediaqart-Technologies-pvt-ltd/jobs/Data-Analyst-01534c31a28e9714?fccid=d103bbd60806abe8&vjs=3
42,Data Analyst,Data Analyst,Orbio solutions,"Calicut, Kerala","Should be able to do data visualization using Tableau or Power Bi.
Skills : Excel, Python, R, Tableau, SQL Queries, and Selenium.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=1d56de4dad249116&fccid=2f30d95b0b1795e8&vjs=3
43,Data Analytics,Data Analyst,Goavega,"Bengaluru, Karnataka","As a Data Engineer, you will play a crucial role in developing and maintaining data pipelines, ensuring the smooth flow of data across various GCP services.",PostedPosted 9 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3c9dc25e5bb2f705&fccid=de475e243cce53b4&vjs=3
44,DATA ANALYST (Freshers Can also Apply),Data Analyst,REIZEND PRIVATE LIMITED,"Thiruvananthapuram, Kerala","As a Data Analyst/Data Scientist, you will be responsible for creating data pipelines, fetching data via ETL/ELT mechanisms, processing and analysing the data,…",EmployerActive 10 days ago,"₹4,00,000 - ₹6,00,000 a year",2023-08-30,https://in.indeed.com/company/REIZEND-PRIVATE-LIMITED/jobs/Data-Analyst-3062d3336d674fe7?fccid=f67a1f9b58497a39&vjs=3
45,Senior Data Analyst,Data Analyst,PartsAvatar,"Gurgaon, Haryana","As a Data Analyst, you will play a pivotal role in translating complex data into actionable insights, aiding in data-driven decision-making across the…",EmployerActive 2 days ago,"₹8,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/PartsAvatar.ca/jobs/Senior-Data-Analyst-454bb8dcfb96aa10?fccid=4f0795b0474acff7&vjs=3
46,Full Stack data analyst,Data Analyst,Two Brothers Organic farms,"Pune, Maharashtra","Develop and enforce data quality standards and data management protocols.
Data Integrity: Ensure data accuracy, consistency, and reliability by implementing…",EmployerActive 2 days ago,"₹1,00,000 - ₹3,50,000 a year",2023-08-30,https://in.indeed.com/company/Two-Brothers-Organic-farms/jobs/Full-Stack-Developer-3edbaa3089e32e62?fccid=f94bc8ab29131cbf&vjs=3
47,Associate I - Data Analysis,Data Analyst,UST,"Bengaluru, Karnataka+3 locations","Acquiring data from various sources.
Consider only relevant data from the mined data and convert into a consistent format to be analyzed.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=aba0e4c1ed6b3f00&fccid=810178099fb1fcbc&vjs=3
48,Data Analyst,Data Analyst,Navalt,"Kochi, Kerala","Working knowledge of the Python, R or other data analysis languages.
Ability to translate complex data into digestible analysis for internal and external…",PostedPosted 26 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=36840dabeba31569&fccid=dd616958bd9ddc12&vjs=3
49,Endurance Data Analysis,Data Analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Data quality monitoring (MF4 data, DL script, abgas test data, oil dilution data) and management • Daimler AG specific data (DL scripts, VRX file & Flea scripts…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e3c095275b53eee3&fccid=9ab138c02aaca829&vjs=3
50,Analyst - Personal Data Analytics - Risk and Brand Protection,Data Analyst,Deloitte,"Hyderabad, Telangana","Perform various quality reviews and update compliance information systems with data pertaining to compliance subjects.
Shift timing: 2:00 pm to 11:00 pm IST.",PostedPosted 20 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a3cd15a2480e5e3c&fccid=9e215d88a6b33622&vjs=3
51,Marketing Data Analyst,Data Analyst,Uvation,"Remote in Delhi, Delhi","Data Quality Management: Ensure data accuracy and consistency and manage data cleansing activities when necessary.
The company is an equal opportunity employer.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=0d52b37e2dbbb3bb&fccid=ade7c615896d91f4&vjs=3
52,Data Analyst,Data Analyst,Eastvantage Business Solutions Inc.,"Bengaluru, Karnataka","3+ years of experience in data analysis.
You will ensure that the different business units have the right insights deducted from raw data that is stored in the…",EmployerActive 2 days ago,"₹8,00,000 - ₹11,00,000 a year",2023-08-30,https://in.indeed.com/company/Eastvantage-Business-Solutions-Inc./jobs/Data-Analyst-d62c310e3299ced2?fccid=fcd522bef7963b76&vjs=3
53,Sr. Data Analyst - SCI0203,Data Analyst,Mastercard,"Pune, Maharashtra","Join large data sets, searching data, and aggregating data.
Support senior data scientist in data quality.
Manual validation and data annotation.",PostedPosted 14 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=729a6c9af725bd78&fccid=10b5c722d846df43&vjs=3
54,Data Management Analyst,Data Analyst,JPMorgan Chase & Co,"Hyderabad, Telangana","To Create and maintain Client Reference data in System.
Validate and diligently review documentation.
To maintain high accuracy level in tasks processed.",PostedPosted 21 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=50e4e40256f3e074&fccid=c46d0116f6e69eae&vjs=3
55,Associate Sr. - Data Analytics,Data Analyst,JPMorgan Chase & Co,"Hyderabad, Telangana","Should be able to work directly with data owners/custodians and contribute in building analytics data hub.
The team encompasses a variety of disciplines from…",PostedPosted 21 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d4897d7cd16688b4&fccid=c46d0116f6e69eae&vjs=3
56,Data Science Intermediate Analyst,Data Analyst,Citi,"Chennai, Tamil Nadu","Mines and analyzes data from various banking platforms to drive optimization and improve data quality.
Conducts strategic data analysis, identifies insights and…",PostedPosted 19 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=bc122fe4c58e716d&fccid=5bcd1ef0a7f4fb99&vjs=3
57,Data analyst Freshers & Business analyst Freshers.....,Data Analyst,BIT-Baroda Institute of Technology,"Remote in Vadodara, Gujarat","Paid Training Will be Provided With 100 % job Assurance.
Com /B.Com/ BBA finance / Bachelors in Computers / B.",EmployerActive 3 days ago,"₹25,000 - ₹30,000 a month",2023-08-30,https://in.indeed.com/company/BIT--Baroda-Institute-of-Technology/jobs/Data-Analyst-ad4b9c2c19a2ca35?fccid=624175f22a7b34d5&vjs=3
58,Sustainability Data Analyst Intern,Data Analyst,Yadgreen India,"Chennai, Tamil Nadu","The Sustainability data analyst intern will work closely with our Carbon, Sustainability, IT and the Project Management teams in Market research, Project…",EmployerActive 11 days ago,"₹10,000 - ₹15,000 a month",2023-08-30,https://in.indeed.com/company/Yadgreen-India/jobs/Data-Analyst-bfc15a8b57ae649d?fccid=61a87f9ebf4b2b76&vjs=3
59,Senior Data Analyst,Data Analyst,Liventus,Remote,"Identify, clean, and architect new combine data into our data warehouse in order to create reports to help solve business needs.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e3166fd2de37e553&fccid=9b2b8770d24effb2&vjs=3
60,Data Analyst(BI),Data Analyst,Tax Genie,"Mumbai, Maharashtra","The candidate will be performing finance relate analysis and find, pattern, insights and values which we can provide to customers using Python, Power…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=33c7b592e90f5078&fccid=2987f9fca4df8362&vjs=3
61,"Data Analyst (Power BI, Python, SQL)",Data Analyst,Talent Leads HR Solutions,"Remote in Bengaluru, Karnataka","E) Responsible for data-related tasks that include provisioning data storage services, ingesting streaming and batch data, transforming data, implementing…",PostedPosted 30+ days ago,"₹11,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=808b49b142d3dc25&fccid=01e93d5078505c2e&vjs=3
62,Summer Intern - Tech Consulting - National - Data & Analytics - Bangalore,Data Analyst,EY,"Bengaluru, Karnataka","EY is looking for Analyst in IT Advisory.
An important part of your role will be to assist Seniors & Managers while actively participating within the client…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3973ad66d88411e1&fccid=1544766d4c2915b0&vjs=3
63,Data analysis Trainer,Data Analyst,Aspirevision tech education pvt. Ltd,"Delhi, Delhi","Mentor and guide junior data analysts in best practices for data analysis, visualization, and interpretation.
Proven expertise in data manipulation and querying…",EmployerActive 10 days ago,"₹5,000 - ₹8,000 a day",2023-08-30,https://in.indeed.com/company/Aspirevision-tech-education-pvt.-Ltd/jobs/Trainer-4bf10729ab9e4ca6?fccid=02f818a9fbd92bcb&vjs=3
64,"Data Analyst, Data Extraction",Data Analyst,"Ryan, LLC","Remote in Hyderabad, Telangana","Collaborate with data acquisition experts to ensure a smooth transition from data acquisition to data processing.
Experience with Microsoft software suites.",PostedPosted 30 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b6452616a058b12c&fccid=9e9202ec0ba64559&vjs=3
65,Data Analyst for ADAS effectiveness,Data Analyst,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka",Mapping diverse requirements to implementation on Azure/Big data platform with conflicting requirements and constraints.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=122e6d6cbd03e50b&fccid=9ab138c02aaca829&vjs=3
66,Data Analyst,Data Analyst,Findability Sciences,"Aurangabad, Maharashtra","Industry experience in predictive modeling, data science, and analysis.
Experience writing and speaking about technical concepts to business and giving data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a5d59351a424ffe9&fccid=b38544e02ea5b289&vjs=3
67,Data Analyst,Data Analyst,PiWheel,India,"2+ years of direct industry work experience in one or more of the following areas: data science, data analytics, or data engineering.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cb9f77761b8d1e18&fccid=810445fed17a103f&vjs=3
68,Data Analyst,Data Analyst,Silver Touch Technologies Ltd.,"Mumbai, Maharashtra","Understand clinical nonclinical relational databases and large clinical nonclinical data structures.
Writing the business requirement documentation including…",EmployerActive 5 days ago,"₹2,23,879 - ₹4,00,000 a year",2023-08-30,https://in.indeed.com/company/Silver-Touch-Technologies/jobs/Data-Analyst-88b436814679daf7?fccid=031145444007f825&vjs=3
69,Data Analyst,Data Analyst,Spotify,"Mumbai, Maharashtra","Transform raw data into scalable, performant data models that would be consumed by data analysts and data scientists.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8cc556abdfce732d&fccid=fe404d18bb9eef1e&vjs=3
70,Analyst - Big Data Analytics & Engineering,Data Analyst,Mastercard,"Gurgaon, Haryana","4+ years’ experience in data analysis, data mining, data analytics, data reporting and data product development.
Analyst, Big Data Analytics & Engineering.",PostedPosted 29 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=51607c38afdbcd6b&fccid=10b5c722d846df43&vjs=3
71,Data Analyst,Data Analyst,Avalon Solutions,"Indore, Madhya Pradesh","Preparing and presenting reports based on their data analyses.
Collecting and analyzing structured and unstructured data from reports.",EmployerActive 2 days ago,"Up to ₹35,000 a month",2023-08-30,https://in.indeed.com/company/Avalon-Solutions/jobs/Data-Analyst-6aa6ca593d0dc5b3?fccid=1b40e3d6d78408ab&vjs=3
72,Business Analyst,Data Analyst,Injala,Remote,"Proficient in writing user stories and documentation with data flow and UML descriptions.
We are looking for a Business Analyst who will start with the business…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8418d4f36f90ec2a&fccid=8d773c6ff51f9874&vjs=3
73,Programming Cum Data Analyst Faculty,Data Analyst,IFDA Institute,"Delhi, Delhi","Hands-on experience with data science tools.
Experience with Data Visualization Tools like matplotlib, ggplot, d3.js., Tableau that help to visually encode…",EmployerActive 4 days ago,"₹25,000 - ₹35,000 a month",2023-08-30,https://in.indeed.com/company/IFDS-institute/jobs/Data-Analyst-f701b8a20cae4f1e?fccid=fe946e659a3e9edf&vjs=3
74,BI Analyst,Data Analyst,American Express Global Business Travel,Remote in India,Compile various data sources with large amounts of data and have the ability to link data together to create reports/solutions under direction of the client.,PostedPosted 19 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e690dac09d18120c&fccid=65a610215742c669&vjs=3
75,Data Analyst,Data Analyst,Client of Peopleplease Consluting,"Mumbai, Maharashtra","Extract data from systems like Looker studio, Tableau, etc.
Write SQL queries where required to interact with backend systems.
Data science: 1 year (Required).",EmployerActive 18 days ago,"₹1,50,000 - ₹2,25,000 a year",2023-08-30,https://in.indeed.com/company/Peopleplease-Consulting/jobs/Data-Analyst-a6859cb64bd01707?fccid=00e2d173583d9f37&vjs=3
76,Research Analyst - ICT,Data Analyst,Mordor Intelligence,Remote,"Analyzing data sets in order to craft mission aligned messaging.
Use defined analytical tools and data visualization, where necessary.",PostedPosted 8 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=194fc40c769ce3ed&fccid=7a9b0807a36852e7&vjs=3
77,Data Analyst,Data Analyst,Group 8A,Remote in India,"We are looking for a data analyst role.
Manage IB registration business logic, data mapping, and data transformation logic Respond to escalations related to…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2e29a48c1e7fa43a&fccid=9a9be59d4f84219d&vjs=3
78,Analytics & Reporting Analyst,Data Analyst,Capgemini,"Bengaluru, Karnataka","Regular communication with offshore teams to support all aspects of reporting and data integrity delivery. ?
Prepare audit and release standard reports. ?",PostedPosted 14 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=6dbb0d497ca0a22b&fccid=105ecfd0283f415f&vjs=3
79,Data Analyst,Data Analyst,MOLTRESS HOSPITALITY PRIVATE LIMITED,"Chennai, Tamil Nadu","*Proficiency in analyzing data, using macros, pivot tables and charts, formulas, grouping data, functions, and data validation.
Feel free to call -6369842993.",EmployerActive 5 days ago,"₹25,000 - ₹45,000 a month",2023-08-30,https://in.indeed.com/company/MOLTRESS-HOSPITALITY-PRIVATE-LIMITED/jobs/Data-Analyst-aa2308f99922dc91?fccid=659cba1cf7cd4e57&vjs=3
80,BI Analyst,Data Analyst,Pepper Advantage,"Pune, Maharashtra","Collaboration and Communication: Collaborate with cross-functional teams, including data engineers, data scientists, and business stakeholders, to gather…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=348951cdad8875d0&fccid=8c73e4a5ab51d3c1&vjs=3
81,Data Analytics Trainer,Data Analyst,Eagletfly Solutions,"Delhi, Delhi","* Taking Data Analytics Batches Online & Offline.
* Must have experience in Data Analytics, Python, Advance Excel, Tableau, Power bi, ML & in training.",EmployerActive 4 days ago,"₹10,000 - ₹30,000 a month",2023-08-30,https://in.indeed.com/company/Eagletfly-Solutions/jobs/Trainer-90b7ed5810458f0e?fccid=7b8a69bcb5f33d90&vjs=3
82,Business Data Analyst (Remote),Data Analyst,MonetizeMore,Remote in India,"Join MonetizeMore and be the driving force in connecting data insights with business success.
Perform detailed data analysis to extract meaningful insights,…",PostedPosted 15 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e931963dab9213d3&fccid=0f5f02cc143354d0&vjs=3
83,Data Analyst,Data Analyst,SuperGaming,"Pune, Maharashtra","Use SQL to pull data from a database.
As a member of the team you are expected to approach problem statements with an analytical outlook, understand user…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e4d3d26f836687d7&fccid=2787badfa5e2a801&vjs=3
84,Data Analyst,Data Analyst,Paychex IT Solutions India,"Bengaluru, Karnataka","Acquire data from primary or secondary data sources and maintain databases/data systems.
Create and maintain rich interactive visualizations through data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=72f95b0cefe438e6&fccid=1c06920c338c6e1e&vjs=3
85,Client Data Analyst / Associate,Data Analyst,JPMorgan Chase & Co,"Bengaluru, Karnataka","Review of client data/processes to meet firm wide quality standards.
Collection and verification of confidential client data via publicly available and internal…",PostedPosted 28 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=39f5191de52e75ee&fccid=c46d0116f6e69eae&vjs=3
86,Data Analyst,Data Analyst,Xpheno,"Bengaluru, Karnataka",1 - 5 Year Bangalore Job Description Exp in DA Salary : Not Disclosed by Recruiter Industry : IT Software - Other Functional Area : IT Software - Other…,PostedPosted 27 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d6fe902f34215b0e&fccid=db03645b64fe84d5&vjs=3
87,ETL & BI Test Analyst,Data Analyst,Technovatrix,India,"Experience in data warehousing and BI testing with strong data analysis, SQL & data analytical skills.
Validation of data transformations and perform End-to-End…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=33bc0e3d3fe988da&fccid=e96fc15ba6fbc144&vjs=3
88,Process and Data Analyst,Data Analyst,Bosch Group,"Bengaluru, Karnataka","O data management (SQL database).
Execution and development of respective data analytics, incl.
Experience in respective IT-systems (e.g. SAP) or data analytics…",PostedPosted 15 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7978df428ca5aa83&fccid=a2faf1301ac6ad4b&vjs=3
89,Data Analyst,Data Analyst,predera,"Hyderabad, Telangana","Proven working experience as a data analyst.
Acquire data from primary or secondary data sources and maintain databases/data systems.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=542a648a6e4aec30&fccid=2e21d905cb0036f8&vjs=3
90,Data Analytics,Data Analyst,E2E Infoware Management Services,"Bengaluru, Karnataka","Data Analytics Platform – Big Data Developer / Spark with Scala Developer / Hadoop Developer Location : Bangalore,Chennai…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=cdb371bebb4379fe&fccid=f3bb1c809741b010&vjs=3
