,title,job_role,companyName,job_location,Job_Summary,post_date,salary,today_date,Job_url
70,Data Scientist,Data Scientist,SmartHelio,"New Delhi, Delhi",You will also be responsible for bringing subject matter expertise to existing/new solutions of the company and will be working closely with the Swiss research…,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7bb7135ab1da7980&fccid=db063444c62f4100&vjs=3
71,AVP Fair Lending Analytics,Data Scientist,4bell Technology,Remote in Remote,* Support the implementation of the SYF Fair Lending Disparate Impact Testing Framework by generating data and/or providing 2nd line oversight of data needed to…,EmployerActive 2 days ago,"₹20,00,000 - ₹25,00,000 a year",2023-08-30,https://in.indeed.com/company/4Bell-Technology/jobs/Assistant-Vice-President-555dc97864fd6e2e?fccid=796a5f1c8bee66df&vjs=3
72,Senior Data Scientist - Finance (INDIA REMOTE),Data Scientist,Coinbase,Remote,"We work in partnership with Finance and Product teams to gather financial data from various sources such as platform data, external data, market data and…",PostedPosted 9 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=97373e2df6448bcb&fccid=d2c6abf8a785fc40&vjs=3
73,ML Engineer (Remote),Data Scientist,mobio solutions,Remote,"Utilize data mining and statistical analysis to identify patterns, trends, and opportunities for enhancing bid optimization strategies.",PostedPosted 28 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7b324bbbfbb8d65a&fccid=2796256a8538d540&vjs=3
74,Associate Data Science,Data Scientist,"Definitive Healthcare, India","Bengaluru, Karnataka","Work closely with the Product Lead to develop the data science layer of the marketing analytics platform.
Candidate will work on developing, maintaining, and…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=4ed8c965782fa544&fccid=dd616958bd9ddc12&vjs=3
75,Machine Learning Engineer - India,Data Scientist,Branch International,Remote,"A deep understanding of using cloud computing infrastructure and data pipelines in production.
Credit Decisions: Core to our business is understanding and…",PostedPosted 23 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f637d823923c75d1&fccid=693e4534a328a646&vjs=3
76,Senior Data Scientist,Data Scientist,IBM,"Bengaluru, Karnataka+1 location","To succeed, you will become a trusted collaborator with ISV partner developers and data scientists as they move their technologies and offerings to IBM software…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=20ef691da4eaa404&fccid=de71a49b535e21cb&vjs=3
77,Client Engineering- Data Scientist,Data Scientist,IBM,"Mumbai, Maharashtra","Familiar with Data Engineering techniques to gather, prepare, cleanse and transforms client data for analysis and AI Automation, including Automating data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=60025b45ec496da3&fccid=de71a49b535e21cb&vjs=3
78,AI & MACHINE LEARNING Associate Manager (MID-LEVEL),Data Scientist,eigital - redefining digital,Remote in Remote,"Understanding of data structures, data modeling and software architecture.
Study and transform data science prototypes.",EmployerActive 2 days ago,"₹35,000 - ₹50,000 a month",2023-08-30,https://in.indeed.com/company/eigital---redefining-digital/jobs/Machining-Manager-28dba9ba7f51ccfb?fccid=559516016dc3903f&vjs=3
79,Assistant Scientist - Data Engineering,Data Scientist,AXA,"Gurgaon, Haryana","Experience in data warehousing concepts.
As we develop an enterprise-wide data and digital strategy that moves us toward a greater focus on the use of data and…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b307bad78dbdc2d9&fccid=753062d67d31c43a&vjs=3
80,"Faculty - Data Science (Full Time, Remote)",Data Scientist,Exeed College,"Remote in Mumbai, Maharashtra","Design and deliver engaging course content in Data Science, AI, and allied fields for undergraduate and postgraduate students.",EmployerActive 5 days ago,"Up to ₹7,20,000 a year",2023-08-30,https://in.indeed.com/company/Exeed-College/jobs/Data-Scientist-90db588fed907837?fccid=e10b19bc8251f87d&vjs=3
81,Data Scientist,Data Scientist,Technovert,"Hyderabad, Telangana","Strong experience using a variety of data mining/data analysis methods.
Develop custom data models and algorithms to apply to data sets.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=657690fcf036fe56&fccid=4f7e6db20e7c18d9&vjs=3
82,Data Scientist,Data Scientist,ABB,"Bengaluru, Karnataka",Strong experience in finding data patterns and storytelling from disconnected data & business consulting experience will be good.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b0e22d99d7d9f94f&fccid=38b4474838e7b7a1&vjs=3
83,Data Scientist/ Data Analyst,Data Scientist,Splashgain,"Pune, Maharashtra","Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2ddbfc704f3432ae&fccid=4a449dbbb8720e30&vjs=3
84,Data & Applied Scientist 2,Data Scientist,Microsoft,"Bengaluru, Karnataka","You will collaborate with top machine learning scientists and engineers in delivering direct business impact.
Strong experience with TensorFlow/PyTorch and deep…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=5715021d5d75ec31&fccid=734cb5a01ee60f80&vjs=3
85,Data Scientist/ Data Analyst,Data Scientist,Splashgain,"Pune, Maharashtra","Develop custom data models and algorithms to apply to data sets.
Assess the effectiveness and accuracy of new data sources and data gathering techniques.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=2ddbfc704f3432ae&fccid=4a449dbbb8720e30&vjs=3
86,Data Analytics / Machine Learning Engineers,Data Scientist,Tata Elxsi,"Bengaluru, Karnataka","Understanding of various ML frameworks, libraries, data structures, data modeling and software architecture.
Exposure to traditional Machine Learning algorithms…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=60238abff7540670&fccid=cf9a392c0e128671&vjs=3
87,Data Scientist,Data Scientist,4S advisory,"Chennai, Tamil Nadu"," Experience with big data and cloud computing viz.
 Well-versed with ML algos, BIG data concepts, and cloud implementations.",EmployerActive 2 days ago,"₹15,19,950 - ₹24,80,763 a year",2023-08-30,https://in.indeed.com/company/4S-Advisory/jobs/Data-Scientist-754c2a5093732447?fccid=916f67092d57a8ce&vjs=3
88,Associate Scientist - Applied Computational Biosciences & Data Sciences,Data Scientist,Tata Chemicals,"Pune, Maharashtra","Work with team members to facilitate deliverables of bioinformatics and data-analytics projects.
Experience in Mathematical Modelling in Biological and Chemical…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=1b5811521a3f50eb&fccid=2043d29d0ed67f1e&vjs=3
89,Data Science Engineer,Data Scientist,Tuebora,Remote,"Tuebora provides extensive medical, dental, and vision benefits to our employees and their families.
In addition, we offer generous holidays and vacation days…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f259d46c043ae61b&fccid=398e38859d8d682a&vjs=3
90,Data Science Intern,Data Scientist,Innomatics Research Labs,"Hyderabad, Telangana","Understanding of machine-learning and data science life cycle.
Expert knowledge of Python and Python libraries responsible for Data Analysis, Machine Learning…",EmployerActive 2 days ago,"Up to ₹2,40,000 a year",2023-08-30,https://in.indeed.com/company/Innomatics-Research-Labs/jobs/Data-Science-Intern-9147b02a64735375?fccid=12c8cee80e07dac8&vjs=3
91,Data Scientist,Data Scientist,mnr solutions pvt. ltd.,"Noida, Uttar Pradesh","Least 5 years of experience in Python and/or other data scripting languages.
At least 5 years of experience directly handling data science projects, and/or…",EmployerActive 26 days ago,"₹4,07,270 - ₹16,18,400 a year",2023-08-30,https://in.indeed.com/company/MNR-Solutions-Pvt.-Ltd./jobs/Data-Scientist-8f0db3a2be8b5f3a?fccid=10935164b0745b47&vjs=3
92,Data Scientist,Data Scientist,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","The development or the customer cars then collect various vehicle, sensor and environment data.
This data is further analysed and the performance of the ADAS…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=a15a5a6a18ebc476&fccid=9ab138c02aaca829&vjs=3
93,Data Scientist,Data Scientist,NMS Consultant,"Gurgaon, Haryana","Proven experience in dealing with both structured & unstructured datasets and drawing the insights from the data.
Strong problem solving and analytical skills.",Hiring ongoing,?,2023-08-30,https://in.indeed.com/company/NMS-Consultant/jobs/Data-Scientist-b4349ebdeccb55fe?fccid=c33d2ac3bd0cf062&vjs=3
94,Data Scientist,Data Scientist,DAZN,"Hyderabad, Telangana",Devise and utilise algorithms and models to mine big-data stores; perform data and error analysis to improve models; clean and validate data for uniformity and…,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=624f675eb5a39746&fccid=6575d54d1d37e3b7&vjs=3
95,Data Scientist,Data Scientist,Clarifai,"Remote in Bengaluru, Karnataka","You will manage the development of labeled data sets.
This activity will raise the quality and number of models available in the Clarifai Platform.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=627fa1f49d1128c9&fccid=0bfd6b75d98e7714&vjs=3
96,Data Scientist (Machine Learning),Data Scientist,Helius Technologies,India,"You will partner with other data scientists, data analysts, and data engineers to test and build hypotheses, deliver actionable insights that fuel business…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=402e9894bcf0ea6d&fccid=b3282c125f18e0c0&vjs=3
97,Machine Learning Engineer,Data Scientist,Pragra,"Remote in Noida, Uttar Pradesh","Extensive knowledge of ML frameworks, libraries, data structures, data modeling, and software architecture.
Developing ML algorithms to analyze huge volumes of…",PostedPosted 30+ days ago,"₹8,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/Pragra/jobs/Machine-Learning-Engineer-4e2ec3857fb871ac?fccid=1f0d44cc719fc02c&vjs=3
98,Data scientist,Data Scientist,EY,"Bengaluru, Karnataka","The team is seeking high-caliber analytics professionals with a specific focus on data management, data investigation, predictive modeling, and data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e75a48e8be9d317d&fccid=1544766d4c2915b0&vjs=3
99,Associate Data Scientist,Data Scientist,Airtel India,"Bellandur, Bengaluru, Karnataka","Incident management & Change management of around 400 NMS/EMS instances.
Major upgrades & Bug fixing of 400 NMS/EMS instances.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=0bbe2aad41ad1553&fccid=bb95ccf807a8406a&vjs=3
100,Data Scientist,Data Scientist,Vira Technocrats,"Jaipur, Rajasthan","3+ of experience with Microsoft PowerBI, PowerQuery or other data visualization tools.
Overall 5+ years of experience with 3-4 years of relevant work experience…",PostedPosted 30+ days ago,"₹8,09,172 - ₹20,36,405 a year",2023-08-30,https://in.indeed.com/company/Vira-Technocrats/jobs/Data-Scientist-7dcfa85779834156?fccid=12c8512bb7783047&vjs=3
101,Data Scientist,Data Scientist,TECBee,"Remote in Hyderabad, Telangana","Familiarity with data management tools.
Experience with common data science toolkits.
Advanced ability to perform exploratory data analysis.",PostedPosted 30+ days ago,"₹10,00,000 - ₹15,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=c270ae0ce0cc78e8&fccid=dd616958bd9ddc12&vjs=3
102,Data Scientist,Data Scientist,BSRI Solutions,"Chennai, Tamil Nadu","Job openings for data scientist in chennai.
Work with the Application Development team to implement data strategies, build data flows and.",PostedPosted 30+ days ago,"₹7,00,000 - ₹20,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=81257526ee88f1fb&fccid=644504b5c55a1661&vjs=3
103,Data Scientist 2,Data Scientist,Oracle,"Bengaluru, Karnataka","The data science team at Oracle Analytics works on diverse data science/ML problems on enterprise data such as invoice payment prediction, churn prediction,…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=131c31bd5e910918&fccid=cd22d01053af7669&vjs=3
104,Python/Machine Learning Developer,Data Scientist,Infinnium Infotech,"Ahmedabad, Gujarat","AWS cloud management and architecting enterprise data solutions.
Ability to integrate databases and various data sources into unified systems.",EmployerActive 2 days ago,"₹2,00,000 - ₹7,00,000 a year",2023-08-30,https://in.indeed.com/company/Infinnium-infotech/jobs/Python-Developer-72d4b6da36a403e1?fccid=cb10ddfd40019914&vjs=3
105,Data Scientist,Data Scientist,NTT Ltd.,"Bengaluru, Karnataka","Demonstrable experience in data modeling.
Subject matter expertise in data modeling.
Demonstrable experience with data warehouse and data lake technical…",PostedPosted 16 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=b1aff2bfce389bbd&fccid=906e0ed766138448&vjs=3
106,Data Engineer III - AI/ML,Data Scientist,JPMorgan Chase & Co,"Bengaluru, Karnataka","Work on broader considerations of practical MT use, e.g. file processing, tag handling, data cleaning, and translation efficiency.",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7cfbb22e422ce79d&fccid=c46d0116f6e69eae&vjs=3
107,Data Science Leader,Data Scientist,dss+,Remote,"In depth experience in data science, advance data analytics, data platforms.
Helps to develop models from structured and unstructured client data leveraging…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=01a7c7ca591e28ad&fccid=2763238133aeb154&vjs=3
108,Senior Advisory Data Scientist,Data Scientist,IBM,"Bengaluru, Karnataka","Experience mentoring and coaching other data scientists.
Experience leading data science development for new products/engagements, including technical framework…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8951e45b65d402ac&fccid=de71a49b535e21cb&vjs=3
109,Data Scientist I,Data Scientist,UST,"Chennai, Tamil Nadu","Etc to streamline data analysis.
Statistical tests etc. to analyse data.
Partner with business and gather relevant data.
Adhere to best practices of coding.",PostedPosted 21 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7477d33193fe466b&fccid=810178099fb1fcbc&vjs=3
110,Data Scientist,Data Scientist,ShyftLabs,"Remote in Hyderabad, Telangana","Distinctive problem-solving skills, good at articulating product questions, pulling data from large datasets and using statistics to arrive at a recommendation.",PostedPosted 22 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e16cf7006fa224f4&fccid=2d1ea5cfea74cda1&vjs=3
111,Associate Data Scientist I,Data Scientist,UST,"Thiruvananthapuram, Kerala","Mathematical Skills to estimate numerical data.
Practical experience with ETL data processing etc.
Extensive background in data mining and statistical analysis.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=4876a2aff1240872&fccid=810178099fb1fcbc&vjs=3
112,AI/ML Engineer,Data Scientist,Mindfire Solutions,"Delhi, Delhi","Oversee data infrastructure maintenance, ensuring streamlined and scalable data operations.
Collaborate with data scientists and other stakeholders to…",PostedPosted 19 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=38ae70f94af67634&fccid=5beecbf9b1fcfd6f&vjs=3
113,Data Scientist Associate Sr - NLP,Data Scientist,JPMorgan Chase & Co,"Bengaluru, Karnataka","Experience in data pre-processing, feature engineering, and data analysis.
Build and maintain data pipelines and data processing workflows for prompt…",PostedPosted 12 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=fe6697e4a670245e&fccid=c46d0116f6e69eae&vjs=3
114,Artificial Intelligence Engineer,Data Scientist,True Data Software,"Remote in Pune, Maharashtra",Experience working with large data sets and writing efficient code capable of processing large data streams at speed.,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=816ce42c5f569afb&fccid=905889db10428b23&vjs=3
115,Senior Data Scientist,Data Scientist,Providence Global Center,"Hyderabad, Telangana","Experience in Data analysis for e.g : data cleansing, standardization and data preparation for the machine learning use cases.",PostedPosted 14 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=84d2cca06b08dc7e&fccid=ed2628577ca2cad6&vjs=3
116,Senior Data Scientist (EU),Data Scientist,Kontakt.io,Remote,"Modelling stochastic real-time data series.
Using machine learning and cloud technologies to enable data science capabilities at scale.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8e51bcd5d055816d&fccid=a1a7fa324a360879&vjs=3
117,Data Science,Data Scientist,Minerva - Trusted Connections,"Chennai, Tamil Nadu","Experience designing, developing, implementing and maintaining a database and programs to manage data analysis efforts.
Exp: *4+ years of relevant Experience.",EmployerActive 2 days ago,"Up to ₹24,00,000 a year",2023-08-30,https://in.indeed.com/company/Minerva---Trusted-Connections/jobs/Data-Scientist-46de585c136bb94b?fccid=20740b9da9a4fb76&vjs=3
118,Data Scientist,Data Scientist,Peak AI,"Hybrid remote in Pune, Maharashtra","2 years experience in one or some of - statistical modelling, machine learning, data mining, unstructured data analytics.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3a0eaa7cea712903&fccid=19c24e7b982830fc&vjs=3
119,Data Science Engineer,Data Scientist,Spark Solutions,"Hyderabad, Telangana","Leverage customer data to build churn models, propensity models etc. to increase the efficiency of our marketing spend.
Job Types: Full-time, Fresher.",EmployerActive 2 days ago,"₹4,72,144 - ₹7,81,171 a year",2023-08-30,https://in.indeed.com/company/Spark-Solutions/jobs/Data-Scientist-d2ad8f25f8e38605?fccid=1ee58d8df56c6ec6&vjs=3
120,Data Scientist,Data Scientist,Maruti Suzuki India Ltd,"New Delhi, Delhi","Data preparation, make sense of data from multiple data sources, be compliant to data security norms.
Present information using data visualization techniques.",PostedPosted 22 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=f20f34ffdb5759de&fccid=9102c38c15134e6c&vjs=3
121,Data Science Analytics,Data Scientist,Diverse Infotech,"Gurgaon, Haryana",Data Science Analytics Diverse Infotech Pvt. Ltd. - Gurgaon Required Experience - 2+…,PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=730378b4ee8f471f&fccid=8545d130125b69ed&vjs=3
122,Machine Learning Operations Engineer,Data Scientist,Ascendeum,"Remote in Bengaluru, Karnataka","Model Deployment: Work closely with data scientists and machine learning engineers to deploy machine learning models into production environments, taking into…",EmployerActive 14 days ago,"₹6,00,000 - ₹12,00,000 a year",2023-08-30,https://in.indeed.com/company/Ascendeum/jobs/Machine-Learning-Engineer-acd3928c71b5748d?fccid=550bb0deaf6f9c61&vjs=3
123,Machine Learning: NLP,Data Scientist,Paxcom India,"Hybrid remote in Delhi, Delhi","Understanding of NLP techniques for text representation, semantic and lexical analysis, data structures and modeling.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3d9fd3b1dcf7761b&fccid=0963aa5c8f6d9b08&vjs=3
124,Data and Analytics Engineer,Data Scientist,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","Identify data sources, perform EDA , data cleaning and transformations for ML / DL models.
Experience in deploying predictive or prescriptive data science…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=041e8386cab1b588&fccid=9ab138c02aaca829&vjs=3
125,Data Science Consultant,Data Scientist,GUVI GEEK NETWORK PRIVATE LIMITED,"Chennai, Tamil Nadu","Python Programming, Pandas, Probability and Statistics with Numpy, MongoDB, Data Visualisation in Python (Matplotlib, Seaborn), Data Analysis on Image and text…",EmployerActive 2 days ago,"From ₹1,000 an hour",2023-08-30,https://in.indeed.com/company/GUVI-GEEK-NETWORK-PRIVATE-LIMITED/jobs/Data-Scientist-70777526451469d5?fccid=6cee97490f7904c4&vjs=3
126,Associate Data Scientist,Data Scientist,DeepTek Medical Imaging,"Remote in Pune, Maharashtra","Knowledge of data pre-processing, feature engineering, and statistical analysis methods for image data.
Minimum 1+ years of experience in a data science or…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=7676f51b5990e5b6&fccid=1fe571b6e851fd6e&vjs=3
127,Data Scientist,Data Scientist,SearchUrCollege,"Noida, Uttar Pradesh","Knowledge of data visualization tools like Tableau/Power Bi etc will be an added advantage.
Analyze and dig out carefully vetted, actionable insights from …",PostedPosted 30+ days ago,"₹4,80,000 - ₹13,00,000 a year",2023-08-30,https://in.indeed.com/rc/clk?jk=221d6afa3757039d&fccid=a9dfdaecb9e80779&vjs=3
128,Data Scientist,Data Scientist,SrinSoft,India,"Experience with data visualization tools (Tableau, Power BI, etc.).
Experience using big data batch and streaming tools (Spark, AWS tools, Hadoop).",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=781647fe93b9f59e&fccid=4528945d5fa994aa&vjs=3
129,Engineer - Data Science (DATA SCIENCE ENGINEER),Data Scientist,Ninestars Information Technologies,"Bengaluru, Karnataka","Ability to create models to pull valuable insights from data.
Tech/MCA/MSC - Computer Science/IT/Data Science/Machine Learning/Deep Learning/Artificial…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=9b271a236e485b91&fccid=0f52fcdc20bbd3dd&vjs=3
130,Data Scientist,Data Scientist,CityLink Technology Solutions,"Pune, Maharashtra","Analyze data for trends and patterns, and Interpret data with a clear objective in mind.
Present information using data visualization techniques.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=8f3a4223de6a587d&fccid=d7458a7c05c96c9a&vjs=3
131,Data Scientist || WFO || HYD,Data Scientist,Pranathi software services pvt.ltd,"Hyderabad, Telangana","If you also have knowledge of data science and software engineering, we’d like to meet you.
Understanding of databases (MYSQL) from a perspective how to write…",EmployerActive 7 days ago,"₹3,50,000 - ₹5,00,000 a year",2023-08-30,https://in.indeed.com/company/pranathi-software-services-pvt.ltd/jobs/Data-Scientist-07dcd9d938ff37a5?fccid=01adae138393f7d9&vjs=3
132,Data Scientist || 2 to 10 Yrs Experience,Data Scientist,ASPB Services Pvt Ltd,"Chennai, Tamil Nadu","Capability to Visualize the output, extensive knowledge of ML frameworks, libraries, data structures, data modeling.
A Ph.D. is a plus.",EmployerActive 6 days ago,"₹6,43,947 - ₹30,00,000 a year",2023-08-30,https://in.indeed.com/company/ASPB-Services-Pvt-Ltd/jobs/Data-Scientist-99ff9f402a3cca84?fccid=9949d5bc452cf60d&vjs=3
133,Assistant Data Science Engineer,Data Scientist,Educate Girls,"Mumbai, Maharashtra","Minimum 2 years of relevant work experience data analytics/data visualization/ data management.
Optimize data delivery and data management practices of EG.",EmployerActive 2 days ago,"₹7,00,000 - ₹8,00,000 a year",2023-08-30,https://in.indeed.com/company/Educate-Girls/jobs/Data-Scientist-a4fe57b177f19700?fccid=fb837792897b90b6&vjs=3
134,Data Scientist,Data Scientist,G7 CR Technologies,"Bengaluru, Karnataka","As a data scientist, you will be responsible for collecting, analyzing, and interpreting large volumes of data to generate actionable insights and drive data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=53347f38556e04a9&fccid=6927b259faf203db&vjs=3
135,Data Scientist,Data Scientist,Racanaa Energy,"Bengaluru, Karnataka","Data mining or extracting usable data from valuable data sources.
3-4 years of work experience in data science, data engineering AI/ML.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=319769a2ba033406&fccid=c45acc6c7859fa07&vjs=3
136,Senior Data Scientist (Remote),Data Scientist,Pricelabs,"Remote in Pune, Maharashtra","Experience building data-heavy analytical models in the travel industry.
Strong understanding of analysis of algorithms, data structures and statistics.",PostedPosted 19 days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=94d4b3087d15ba2a&fccid=59daf268115ab2e4&vjs=3
137,Data Scientist,Data Scientist,cocentrus,"Gurgaon, Haryana","Mentor junior data scientists and provide guidance on data science best practices.
Develop and implement data quality and data governance standards to ensure…",EmployerActive 3 days ago,"₹15,00,000 - ₹22,00,000 a year",2023-08-30,https://in.indeed.com/company/job-box-india/jobs/Data-Scientist-c096d78e0738e891?fccid=a5c23ee0b257d4b2&vjs=3
138,Deep Learning Scientist,Data Scientist,Cynapto Technologies Pvt. Ltd.,"Remote in Mumbai, Maharashtra","Experience with Multi-modal image synthesis with audio-visual data.
Working with a close-knit, passionate group of researchers and developers to tackle some of…",EmployerActive 10 days ago,"₹10,00,000 - ₹25,00,000 a year",2023-08-30,https://in.indeed.com/company/Cynapto-Technologies-Pvt.-Ltd./jobs/Deep-Learning-Engineer-fe15a059e880849c?fccid=95060537c566d435&vjs=3
139,Artificial Intelligence Python Developer,Data Scientist,Thinkreh,"Remote in Mumbai, Maharashtra","Develop data ingest and data transformation architecture.
Experience working with large data sets and writing efficient code capable of processing large data…",EmployerActive 12 days ago,"₹3,06,824 - ₹14,60,947 a year",2023-08-30,https://in.indeed.com/company/Thinkreh/jobs/Python-Developer-e0dcd7890f1c5a34?fccid=b95b9b516bd2d67b&vjs=3
140,Data Scientist - SageMaker,Data Scientist,Winning Edge,"Bengaluru, Karnataka","Models, and schemes through data science and data analytics prototypes.
ML models at the direction of lead architects, including large-scale data.",EmployerActive 2 days ago,"₹15,96,256 - ₹20,52,959 a year",2023-08-30,https://in.indeed.com/company/Winning-Edge/jobs/Data-Scientist-e0a8c0e9b8d6e890?fccid=d5c4a1f49c103f47&vjs=3
141,Data Analytics Trainer,Data Scientist,Eagletfly Solutions,"Delhi, Delhi","* Taking Data Analytics Batches Online & Offline.
* Must have experience in Data Analytics, Python, Advance Excel, Tableau, Power bi, ML & in training.",EmployerActive 4 days ago,"₹10,000 - ₹30,000 a month",2023-08-30,https://in.indeed.com/company/Eagletfly-Solutions/jobs/Trainer-90b7ed5810458f0e?fccid=7b8a69bcb5f33d90&vjs=3
142,Machine Learning Engineer (Remote),Data Scientist,A5 Labs,Remote,"The Data Engineer will support our software developers, database architects, data analysts, and data scientists on data initiatives and will ensure optimal data…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=e1bfa5d34c2f8e0a&fccid=9dda6030fc8fb226&vjs=3
143,Assistant Scientist - Data Engineering,Data Scientist,XL Catlin,"Gurgaon, Haryana","Passion for data and experience working within a data-driven organization.
Experience in data warehousing concepts.
Knowledge of GitHub and build management.",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=083b337c98721843&fccid=29e4aa7e4c4a93db&vjs=3
144,Data Scientist - Engineer,Data Scientist,Mercedes-Benz Research and Development India...,"Bengaluru, Karnataka","DA4AD@MBRDI: Excited about driving the future of mobility autonomously, Mercedes Benz R&D India gives opportunity to data enthusiasts to discover, find patterns…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=3e9a5761f565d8c2&fccid=9ab138c02aaca829&vjs=3
145,Data Scientist (R-14658),Data Scientist,Dun & Bradstreet,"Hyderabad, Telangana","Headquartered in Hyderabad (India), the company employs high caliber data scientists, economists, analytics professionals and data engineers from some of the…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=d55718dcd012e9b8&fccid=fa0ca3b638673d62&vjs=3
146,Associate Consultant - Tech Consulting - National - Data & Analytics - New Delhi,Data Scientist,EY,"New Delhi, Delhi","Data Migration (Big Data activities) - Analyze data in existing data warehouse, understand target data model, develop scripts to move data from the existing…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=1924a48fd18ed96f&fccid=1544766d4c2915b0&vjs=3
147,Machine Learning Engineer,Data Scientist,Ascendeum Pvt Ltd,"Remote in Delhi, Delhi","Model Deployment: Work closely with data scientists and machine learning engineers to deploy machine learning models into production environments, taking into…",EmployerActive 8 days ago,?,2023-08-30,https://in.indeed.com/company/Ascendeum-Pvt-Ltd/jobs/Machine-Learning-Engineer-d1a66dcb2272dd9c?fccid=8df747a4d202d545&vjs=3
148,Data Scientist,Data Scientist,Think Future Technologies,"Remote in Gurgaon, Haryana","3+ years of experience in the field of Data Science.
Good hands on knowledge on Python.
Good understanding on on models like Time Series, Computer Vision,…",PostedPosted 30+ days ago,?,2023-08-30,https://in.indeed.com/rc/clk?jk=33accd76eaca1527&fccid=a88c8ff1ae4539d3&vjs=3
